ID,N_VICTIMAS,FECHA,AAAA,MM,DD,HH,TIPO_DE_CALLE,Calle,Dirección Normalizada,COMUNA,pos x,pos y,VICTIMA,ACUSADO,COMUNA_NOMBRE,COMUNA_POB,DIA_SEMANA_NUM,DIA_SEMANA_STR
2016-0117,1,2016-09-03,2016,9,3,15.0,AVENIDA,DEL LIBERTADOR AV.,DEL LIBERTADOR AV. y TAGLE,14.0,-58.39936478,-34.58271474,AUTO,AUTO,Palermo,249016.0,5,Sábado
2016-0118,1,2016-09-04,2016,9,4,3.0,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI KM. 2.9,1.0,-58.37936704,-34.62694503,AUTO,AUTO,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,6,Domingo
2016-0119,1,2016-09-04,2016,9,4,6.0,AVENIDA,"LARRALDE, CRISOLOGO AV.","LARRALDE, CRISOLOGO AV. y TRIUNVIRATO AV.",12.0,-58.49659234,-34.56353635,,,"Coghlan, Saavedra, Villa Urquiza, Villa Pueyrredón",236294.0,6,Domingo
2016-0122,1,2016-09-13,2016,9,13,7.0,AVENIDA,"PERON, EVA AV.","PERON, EVA AV. 4233",9.0,-58.47256391,-34.65194557,BICICLETA,PASAJEROS,"Liniers, Mataderos, Parque Avellaneda",169538.0,1,Martes
2016-0123,1,2016-09-14,2016,9,14,9.0,AVENIDA,ASAMBLEA AV.,"ASAMBLEA AV. y BONORINO, ESTEBAN, CNEL. AV.",7.0,-58.45130953,-34.64053676,MOTO,AUTO,"Flores, Parque Chacabuco",216832.0,2,Miércoles
2016-0124,1,2016-09-16,2016,9,16,15.0,AVENIDA,RIVADAVIA AV.,RIVADAVIA AV. y RIVERA INDARTE AV.,7.0,-58.46271207,-34.62884871,PEATON,PASAJEROS,"Flores, Parque Chacabuco",216832.0,4,Viernes
2016-0125,1,2016-09-17,2016,9,17,12.0,AUTOPISTA,AUTOPISTA PERITO MORENO,"AUTOPISTA PERITO MORENO y ALBERDI, JUAN BAUTISTA AV.",10.0,-58.49020869,-34.64243791,MOTO,MOTO,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sársfield, Villa Luro",171797.0,5,Sábado
2016-0126,2,2016-09-18,2016,9,18,22.0,CALLE,IRIGOYEN,IRIGOYEN y TINOGASTA,10.0,-58.52572109,-34.62125906,AUTO,CARGAS,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sársfield, Villa Luro",171797.0,6,Domingo
2016-0127,1,2016-09-24,2016,9,24,10.0,AVENIDA,"ACOSTA, MARIANO","ACOSTA, MARIANO y ROCA, CNEL. AV.",8.0,-58.44094791,-34.66677111,PEATON,PASAJEROS,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,5,Sábado
2016-0128,1,2016-10-02,2016,10,2,11.0,AVENIDA,CASTRO,CASTRO y PAVON AV.,5.0,-58.41914024,-34.6305389,PEATON,PASAJEROS,"Almagro, Boedo",193859.0,6,Domingo
2016-0130,1,2016-10-04,2016,10,4,12.0,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y BRASIL,1.0,-58.37910942,-34.62764717,MOTO,CARGAS,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,1,Martes
2016-0131,1,2016-10-09,2016,10,9,19.0,CALLE,MIRAVE,MIRAVE 3500,4.0,-58.39871183,-34.64539318,PEATON,AUTO,"Barracas, La Boca",230945.0,6,Domingo
2016-0132,1,2016-10-10,2016,10,10,2.0,AVENIDA,SAN JUAN AV.,SAN JUAN AV. y 24 DE NOVIEMBRE,3.0,-58.41036975,-34.62477021,AUTO,PASAJEROS,"San Cristóbal, Balvanera",236294.0,0,Lunes
2016-0133,1,2016-10-14,2016,10,14,0.0,AVENIDA,LAS HERAS GENERAL AV.,LAS HERAS GENERAL AV. y SANCHEZ DE BUSTAMANTE,14.0,-58.40204698,-34.5834269,MOTO,AUTO,Palermo,249016.0,4,Viernes
2016-0134,1,2016-10-23,2016,10,23,5.0,AVENIDA,PIEDRA BUENA AV.,PIEDRA BUENA AV. y 2 DE ABRIL DE 1982,8.0,-58.48935287,-34.67648597,MOTO,OBJETO FIJO,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,6,Domingo
2016-0135,1,2016-10-24,2016,10,24,5.0,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.","FIGUEROA ALCORTA, PRES. AV. y PINEDO, INT.",14.0,-58.42260225,-34.56403694,PEATON,,Palermo,249016.0,0,Lunes
2016-0136,1,2016-10-25,2016,10,25,0.0,AUTOPISTA,AUTOPISTA BUENOS AIRES - LA PLATA,,4.0,,,MOTO,CARGAS,"Barracas, La Boca",230945.0,1,Martes
2016-0137,1,2016-10-25,2016,10,25,0.0,AVENIDA,SAN MARTIN AV.,SAN MARTIN AV. y LADINES,11.0,-58.51537091,-34.59035925,MOTO,MOTO,"Villa General Mitre, Villa Devoto, Villa del Parque, Villa Santa Rita",203491.0,1,Martes
2016-0138,1,2016-10-27,2016,10,27,20.0,AVENIDA,CABILDO AV.,CABILDO AV. y BLANCO ENCALADA,13.0,-58.4590967,-34.55922742,BICICLETA,CARGAS,"Núñez, Belgrano, Colegiales",265199.0,3,Jueves
2016-0139,1,2016-10-28,2016,10,28,23.0,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.","FIGUEROA ALCORTA, PRES. AV. y DORREGO AV.",14.0,-58.42008769,-34.56539579,MOTO,MOTO,Palermo,249016.0,4,Viernes
2016-0140,1,2016-10-31,2016,10,31,2.0,AVENIDA,JURAMENTO AV.,JURAMENTO AV. y VUELTA DE OBLIGADO,13.0,-58.45566399,-34.56147293,PASAJEROS,PASAJEROS,"Núñez, Belgrano, Colegiales",265199.0,0,Lunes
2016-0142,1,2016-11-05,2016,11,5,23.0,AVENIDA,DEL LIBERTADOR AV.,"DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.",1.0,-58.37533517,-34.59276462,MOTO,PASAJEROS,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,5,Sábado
2016-0143,1,2016-11-06,2016,11,6,4.0,AVENIDA,27 DE FEBRERO AV.,27 DE FEBRERO AV. y ESCALADA AV.,8.0,-58.44451316,-34.68475866,MOTO,,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,6,Domingo
2016-0144,1,2016-11-07,2016,11,7,12.0,AVENIDA,"BROWN, ALTE. AV.","BROWN, ALTE. AV. 984",4.0,-58.35975012,-34.63343907,PEATON,PASAJEROS,"Barracas, La Boca",230945.0,0,Lunes
2016-0145,1,2016-11-07,2016,11,7,20.0,AVENIDA,DEL LIBERTADOR AV.,DEL LIBERTADOR AV. y LA PAMPA,13.0,-58.44523595,-34.55953855,MOTO,AUTO,"Núñez, Belgrano, Colegiales",265199.0,0,Lunes
2016-0146,1,2016-11-09,2016,11,9,20.0,AVENIDA,PICHINCHA AV.,PICHINCHA AV. y BRASIL,4.0,-58.39626094,-34.63036565,PEATON,PASAJEROS,"Barracas, La Boca",230945.0,2,Miércoles
2016-0147,1,2016-11-16,2016,11,16,21.0,AVENIDA,INDEPENDENCIA AV.,"INDEPENDENCIA AV. y CEVALLOS, VIRREY",1.0,-58.38896772,-34.61799615,MOVIL,PASAJEROS,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,2,Miércoles
2016-0148,1,2016-11-16,2016,11,16,22.0,AVENIDA,GARMENDIA AV.,GARMENDIA AV. 4895,15.0,-58.46536113,-34.59484504,MOTO,MOTO,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía, Parque Chas",197903.0,2,Miércoles
2016-0150,1,2016-11-18,2016,11,18,18.0,AVENIDA,"ALCORTA, AMANCIO AV.","ALCORTA, AMANCIO AV. y TABORDA, DIOGENES",4.0,-58.40879146,-34.65273216,CARGAS,CARGAS,"Barracas, La Boca",230945.0,4,Viernes
2016-0151,1,2016-11-18,2016,11,18,20.0,CALLE,,,,,,PEATON,,,,4,Viernes
2016-0152,1,2016-11-23,2016,11,23,21.0,AVENIDA,"MORENO, PERITO AV.","MORENO, PERITO AV. y ZUVIRIA",7.0,-58.46451841,-34.64991946,MOTO,AUTO,"Flores, Parque Chacabuco",216832.0,2,Miércoles
2016-0153,1,2016-11-25,2016,11,25,15.0,AVENIDA,ARAOZ,ARAOZ y CORDOBA AV.,15.0,-58.4291709,-34.59485488,PEATON,MOTO,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía, Parque Chas",197903.0,4,Viernes
2016-0154,1,2016-11-26,2016,11,26,14.0,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. 15200",8.0,-58.49007772,-34.68251141,MOTO,MOTO,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,5,Sábado
2016-0155,1,2016-11-26,2016,11,26,16.0,CALLE,MADERO,MADERO 900,10.0,-58.52756365,-34.62772274,PEATON,AUTO,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sársfield, Villa Luro",171797.0,5,Sábado
2016-0156,1,2016-11-26,2016,11,26,19.0,AVENIDA,INDEPENDENCIA AV.,INDEPENDENCIA AV. y DEAN FUNES,3.0,-58.40638983,-34.61943202,MOTO,PASAJEROS,"San Cristóbal, Balvanera",236294.0,5,Sábado
2016-0157,1,2016-12-03,2016,12,3,6.0,AVENIDA,"JUSTO, JUAN B. AV.","JUSTO, JUAN B. AV. 5645",11.0,-58.47576807,-34.61740997,MOTO,MOTO,"Villa General Mitre, Villa Devoto, Villa del Parque, Villa Santa Rita",203491.0,5,Sábado
2016-0159,1,2016-12-04,2016,12,4,7.0,AVENIDA,27 DE FEBRERO AV.,27 DE FEBRERO AV. y ESCALADA AV.,8.0,-58.44451316,-34.68475866,AUTO,,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,6,Domingo
2016-0160,1,2016-12-06,2016,12,6,5.0,AUTOPISTA,AUTOPISTA PERITO MORENO,AUTOPISTA PERITO MORENO (ALTURA VELEZ SARSFIELD),9.0,-58.51927194,-34.63635787,CARGAS,OBJETO FIJO,"Liniers, Mataderos, Parque Avellaneda",169538.0,1,Martes
2016-0161,1,2016-12-06,2016,12,6,7.0,AVENIDA,SANTA FE AV.,SANTA FE AV. y GODOY CRUZ,14.0,-58.42525456,-34.57866344,PEATON,PASAJEROS,Palermo,249016.0,1,Martes
2016-0162,1,2016-12-07,2016,12,7,5.0,AVENIDA,"LACROZE, FEDERICO AV.","LACROZE, FEDERICO AV. y FOREST AV.",15.0,-58.45396573,-34.58518167,PEATON,AUTO,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía, Parque Chas",197903.0,2,Miércoles
2016-0163,1,2016-12-10,2016,12,10,7.0,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y MOSCONI GENERAL AV.",11.0,-58.52340614,-34.59798754,MOTO,AUTO,"Villa General Mitre, Villa Devoto, Villa del Parque, Villa Santa Rita",203491.0,5,Sábado
2016-0164,1,2016-12-11,2016,12,11,6.0,AVENIDA,LA PLATA AV.,"LA PLATA AV. y POMAR, GREGORIO TTE. CNEL.",4.0,-58.42323628,-34.64119105,AUTO,AUTO,"Barracas, La Boca",230945.0,6,Domingo
2016-0165,1,2016-12-12,2016,12,12,8.0,AVENIDA,"GARCIA, MARTIN AV.","GARCIA, MARTIN AV. 300",4.0,-58.36926144,-34.62841919,BICICLETA,PASAJEROS,"Barracas, La Boca",230945.0,0,Lunes
2016-0168,1,2016-12-13,2016,12,13,10.0,AVENIDA,LA PLATA AV.,"LA PLATA AV. y POMAR, GREGORIO TTE. CNEL.",4.0,-58.42323628,-34.64119105,MOTO,AUTO,"Barracas, La Boca",230945.0,1,Martes
2016-0169,1,2016-12-15,2016,12,15,15.0,AVENIDA,NU?EZ,"NUÃ‘EZ y BALBIN, RICARDO, DR. AV.",12.0,-58.47935434,-34.55676497,MOTO,PASAJEROS,"Coghlan, Saavedra, Villa Urquiza, Villa Pueyrredón",236294.0,3,Jueves
2016-0170,1,2016-12-19,2016,12,19,17.0,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. 4500",12.0,-58.50598256,-34.5637998,MOTO,AUTO,"Coghlan, Saavedra, Villa Urquiza, Villa Pueyrredón",236294.0,0,Lunes
2016-0171,1,2016-12-25,2016,12,25,19.0,AUTOPISTA,"HUERGO, ING. AV.","HUERGO, ING. AV. y AUTOPISTA 25 DE MAYO",1.0,-58.36607137,-34.62150748,MOTO,MOTO,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,6,Domingo
2016-0172,1,2016-12-26,2016,12,26,8.0,AVENIDA,"GARAY, JUAN DE AV.","GARAY, JUAN DE AV. y CASTRO",5.0,-58.41918902,-34.63174259,MOTO,CARGAS,"Almagro, Boedo",193859.0,0,Lunes
2016-0173,1,2016-12-26,2016,12,26,19.0,AVENIDA,DIRECTORIO AV.,DIRECTORIO AV. y SAN PEDRITO AV.,7.0,-58.46749188,-34.63551751,MOTO,CARGAS,"Flores, Parque Chacabuco",216832.0,0,Lunes
2016-0174,1,2016-12-27,2016,12,27,0.0,AUTOPISTA,AUTOPISTA 25 DE MAYO,AUTOPISTA 25 DE MAYO,,,,,,,,1,Martes
2016-0175,1,2016-12-27,2016,12,27,8.0,CALLE,"FALCON, RAMON L.,CNEL.","FALCON, RAMON L.,CNEL. y MEMBRILLAR",7.0,-58.46064174,-34.62960517,PEATON,BICICLETA,"Flores, Parque Chacabuco",216832.0,1,Martes
2016-0176,1,2016-12-28,2016,12,28,1.0,AVENIDA,BELGRANO AV.,BELGRANO AV. y PASEO COLON AV.,1.0,-58.36956186,-34.61232875,MOTO,PASAJEROS,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,2,Miércoles
2016-0177,1,2016-12-29,2016,12,29,4.0,CALLE,ARENALES,ARENALES 3319,14.0,-58.40966671,-34.58788235,PEATON,AUTO,Palermo,249016.0,3,Jueves
2016-0178,1,2016-12-30,2016,12,30,16.0,CALLE,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA y SAAVEDRA,3.0,-58.40288226,-34.61544091,PEATON,MULTIPLE,"San Cristóbal, Balvanera",236294.0,4,Viernes
2017-0001,1,2017-01-02,2017,1,2,1.0,AVENIDA,"JUSTO, JUAN B. AV.","JUSTO, JUAN B. AV. y ACHUPALLAS",11.0,-58.4659423,-34.61028571,MOTO,CARGAS,"Villa General Mitre, Villa Devoto, Villa del Parque, Villa Santa Rita",203491.0,0,Lunes
2017-0003,1,2017-01-05,2017,1,5,3.0,AVENIDA,OLAVARRIA,OLAVARRIA y VELEZ SARSFIELD AV.,4.0,-58.38957669,-34.64410277,CARGAS,CARGAS,"Barracas, La Boca",230945.0,3,Jueves
2017-0007,1,2017-01-11,2017,1,11,17.0,CALLE,LIMA,LIMA y MEXICO,1.0,-58.3816166,-34.61529543,PEATON,MULTIPLE,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,2,Miércoles
2017-0008,1,2017-01-16,2017,1,16,0.0,CALLE,"CABRERA, JOSE A.","CABRERA, JOSE A. y BONPLAND",14.0,-58.43917004,-34.58494351,MOTO,PASAJEROS,Palermo,249016.0,0,Lunes
2017-0009,1,2017-01-16,2017,1,16,13.0,AUTOPISTA,AUTOPISTA 25 DE MAYO,AUTOPISTA 25 DE MAYO y BOEDO AV.,5.0,-58.41595919,-34.62743346,MOTO,CARGAS,"Almagro, Boedo",193859.0,0,Lunes
2017-0010,1,2017-01-16,2017,1,16,16.0,AVENIDA,DIRECTORIO AV.,DIRECTORIO AV. y RIGLOS,6.0,-58.4356488,-34.62828656,MOTO,AUTO,Caballito,203784.0,0,Lunes
2017-0011,1,2017-01-22,2017,1,22,2.0,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",12.0,-58.5007381,-34.5497951,MOTO,OBJETO FIJO,"Coghlan, Saavedra, Villa Urquiza, Villa Pueyrredón",236294.0,6,Domingo
2017-0012,1,2017-01-24,2017,1,24,14.0,CALLE,TRAFUL,"TRAFUL y TABORDA, DIOGENES",4.0,-58.40969005,-34.6505529,MOTO,CARGAS,"Barracas, La Boca",230945.0,1,Martes
2017-0013,1,2017-01-27,2017,1,27,7.0,AVENIDA,"IRIARTE, GRAL. AV.","IRIARTE, GRAL. AV. 3055",4.0,-58.38972622,-34.65098981,PEATON,CARGAS,"Barracas, La Boca",230945.0,4,Viernes
2017-0014,1,2017-01-28,2017,1,28,8.0,AVENIDA,DONADO,DONADO y ARIAS,12.0,-58.49185972,-34.55046754,MOTO,MULTIPLE,"Coghlan, Saavedra, Villa Urquiza, Villa Pueyrredón",236294.0,5,Sábado
2017-0015,1,2017-02-02,2017,2,2,15.0,AVENIDA,CORDOBA AV.,CORDOBA AV. y CALLAO AV.,2.0,-58.39293417,-34.59963642,PEATON,AUTO,Recoleta,158368.0,3,Jueves
2017-0016,1,2017-02-03,2017,2,3,5.0,AUTOPISTA,AUTOPISTA 25 DE MAYO,AUTOPISTA 25 DE MAYO KM. 8.3,1.0,-58.38099494,-34.62288231,MOTO,CARGAS,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,4,Viernes
2017-0017,1,2017-02-06,2017,2,6,8.0,AVENIDA,"JUSTO, JUAN B. AV.","JUSTO, JUAN B. AV. y PARAGUAY",14.0,-58.429012,-34.58095431,MOTO,AUTO,Palermo,249016.0,0,Lunes
2017-0018,1,2017-02-09,2017,2,9,7.0,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y DE LOS CORRALES AV.",9.0,-58.50877521,-34.66977709,MOTO,AUTO,"Liniers, Mataderos, Parque Avellaneda",169538.0,3,Jueves
2017-0021,1,2017-02-18,2017,2,18,5.0,CALLE,SARMIENTO,SARMIENTO y LIBERTAD,1.0,-58.38362373,-34.60509972,MOTO,PASAJEROS,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,5,Sábado
2017-0024,1,2017-02-23,2017,2,23,20.0,AVENIDA,RIVADAVIA AV.,RIVADAVIA AV. 7121,7.0,-58.46589308,-34.62955795,PEATON,PASAJEROS,"Flores, Parque Chacabuco",216832.0,3,Jueves
2017-0025,1,2017-02-24,2017,2,24,17.0,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","FERNANDEZ DE LA CRUZ, F., GRAL. AV. y RIVERA INDARTE AV.",7.0,-58.43614426,-34.6542464,MOTO,,"Flores, Parque Chacabuco",216832.0,4,Viernes
2017-0026,2,2017-02-26,2017,2,26,5.0,AVENIDA,"MORENO, PERITO AV.","MORENO, PERITO AV. y FOURNIER",4.0,-58.41842777,-34.64979057,AUTO,OBJETO FIJO,"Barracas, La Boca",230945.0,6,Domingo
2017-0027,1,2017-02-26,2017,2,26,21.0,AVENIDA,CASEROS AV.,CASEROS AV. 1429,1.0,-58.38332245,-34.6319325,PEATON,AUTO,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,6,Domingo
2017-0028,1,2017-02-28,2017,2,28,9.0,AVENIDA,GAONA AV.,GAONA AV. y FRAGATA PRES. SARMIENTO,6.0,-58.45475488,-34.61196327,PEATON,AUTO,Caballito,203784.0,1,Martes
2017-0029,1,2017-03-07,2017,3,7,2.0,CALLE,MOZART,MOZART y TANDIL,9.0,-58.48501341,-34.64742455,,AUTO,"Liniers, Mataderos, Parque Avellaneda",169538.0,1,Martes
2017-0030,1,2017-03-07,2017,3,7,8.0,AVENIDA,MOZART,MOZART y AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,9.0,-58.47010988,-34.65872088,AUTO,PASAJEROS,"Liniers, Mataderos, Parque Avellaneda",169538.0,1,Martes
2017-0031,1,2017-03-11,2017,3,11,1.0,CALLE,24 DE NOVIEMBRE,24 DE NOVIEMBRE y PAVON,3.0,-58.4099756,-34.62873635,AUTO,OBJETO FIJO,"San Cristóbal, Balvanera",236294.0,5,Sábado
2017-0032,1,2017-03-12,2017,3,12,5.0,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y LOS CEDROS",8.0,-58.48892175,-34.68359163,AUTO,AUTO,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,6,Domingo
2017-0033,1,2017-03-12,2017,3,12,7.0,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y GUTIERREZ, RICARDO",11.0,-58.52466448,-34.60325478,AUTO,AUTO,"Villa General Mitre, Villa Devoto, Villa del Parque, Villa Santa Rita",203491.0,6,Domingo
2017-0034,1,2017-03-13,2017,3,13,7.0,CALLE,GODOY CRUZ,GODOY CRUZ 2651,14.0,-58.42554218,-34.57929036,PEATON,AUTO,Palermo,249016.0,0,Lunes
2017-0035,3,2017-03-23,2017,3,23,5.0,AVENIDA,"ACHAVAL RODRIGUEZ, T., DR. AV.","ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA",1.0,-58.35881506,-34.61113641,AUTO,OBJETO FIJO,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,3,Jueves
2017-0036,2,2017-03-29,2017,3,29,18.0,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y CAMPANA",12.0,-58.51452347,-34.58159762,MOTO,PASAJEROS,"Coghlan, Saavedra, Villa Urquiza, Villa Pueyrredón",236294.0,2,Miércoles
2017-0037,1,2017-03-31,2017,3,31,3.0,AVENIDA,INDEPENDENCIA AV.,"INDEPENDENCIA AV. y CEVALLOS, VIRREY",1.0,-58.38896772,-34.61799615,MOTO,CARGAS,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,4,Viernes
2017-0038,1,2017-04-01,2017,4,1,19.0,AVENIDA,CASTA?ARES AV.,CASTAÃ‘ARES AV. y LAUTARO,7.0,-58.44516857,-34.64363363,MOTO,AUTO,"Flores, Parque Chacabuco",216832.0,5,Sábado
2017-0040,1,2017-04-03,2017,4,3,9.0,AVENIDA,"GUIRALDES, INT.","GUIRALDES, INT. 2699",13.0,-58.43834197,-34.54560369,AUTO,MULTIPLE,"Núñez, Belgrano, Colegiales",265199.0,0,Lunes
2017-0041,1,2017-04-03,2017,4,3,23.0,CALLE,"FERNANDEZ MORENO, BALDOMERO","FERNANDEZ MORENO, BALDOMERO 2186",7.0,-58.45485084,-34.63531854,MOTO,AUTO,"Flores, Parque Chacabuco",216832.0,0,Lunes
2017-0042,1,2017-04-10,2017,4,10,9.0,GRAL PAZ,"LUGONES, LEOPOLDO AV.","LUGONES, LEOPOLDO AV.",14.0,,,MOTO,CARGAS,Palermo,249016.0,0,Lunes
2017-0045,1,2017-04-14,2017,4,14,6.0,CALLE,NOGOYA,NOGOYA 5940,10.0,-58.52449285,-34.62454175,MOTO,OBJETO FIJO,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sársfield, Villa Luro",171797.0,4,Viernes
2017-0047,1,2017-04-23,2017,4,23,6.0,AVENIDA,ARGENTINA AV.,ARGENTINA AV. y CORVALAN,8.0,-58.46713742,-34.6719879,MOTO,AUTO,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,6,Domingo
2017-0049,1,2017-04-27,2017,4,27,18.0,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","FERNANDEZ DE LA CRUZ, F., GRAL. AV. y VARELA AV.",8.0,-58.43850413,-34.65554754,PEATON,PASAJEROS,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,3,Jueves
2017-0050,2,2017-04-28,2017,4,28,11.0,AUTOPISTA,AUTOPISTA PERITO MORENO,,9.0,,,MOTO,CARGAS,"Liniers, Mataderos, Parque Avellaneda",169538.0,4,Viernes
2017-0051,1,2017-05-01,2017,5,1,3.0,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,,7.0,,,AUTO,AUTO,"Flores, Parque Chacabuco",216832.0,0,Lunes
2017-0052,1,2017-05-05,2017,5,5,3.0,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y GOLETA SANTA CRUZ",8.0,-58.49413799,-34.68095739,PEATON,CARGAS,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,4,Viernes
2017-0053,1,2017-05-05,2017,5,5,20.0,CALLE,VIEYTES,VIEYTES y VILLARINO,4.0,-58.37547846,-34.65326075,MOTO,CARGAS,"Barracas, La Boca",230945.0,4,Viernes
2017-0054,1,2017-05-07,2017,5,7,21.0,AVENIDA,DE LOS CONSTITUYENTES AV.,"DE LOS CONSTITUYENTES AV. y MORAN, PEDRO",15.0,-58.48680218,-34.58689719,MOTO,AUTO,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía, Parque Chas",197903.0,6,Domingo
2017-0055,1,2017-05-09,2017,5,9,8.0,AVENIDA,DE LOS CONSTITUYENTES AV.,DE LOS CONSTITUYENTES AV. 4900,12.0,-58.49563989,-34.57962262,AUTO,AUTO,"Coghlan, Saavedra, Villa Urquiza, Villa Pueyrredón",236294.0,1,Martes
2017-0058,1,2017-05-09,2017,5,9,23.0,AVENIDA,CORDOBA AV.,CORDOBA AV. y LIBERTAD,1.0,-58.38403232,-34.5991594,PEATON,MOTO,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,1,Martes
2017-0059,1,2017-05-11,2017,5,11,9.0,CALLE,BRASIL,BRASIL y LIMA,1.0,-58.38223382,-34.62693865,PEATON,PASAJEROS,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,3,Jueves
2017-0060,1,2017-05-13,2017,5,13,7.0,AVENIDA,ESCALADA AV.,"ESCALADA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8.0,-58.45966521,-34.67323292,MOTO,OBJETO FIJO,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,5,Sábado
2017-0061,1,2017-05-15,2017,5,15,13.0,AVENIDA,PARAGUAY,PARAGUAY y CALLAO AV.,2.0,-58.39303911,-34.59871111,PEATON,MOTO,Recoleta,158368.0,0,Lunes
2017-0062,1,2017-05-15,2017,5,15,16.0,AVENIDA,"JUSTO, JUAN B. AV.","JUSTO, JUAN B. AV. y SAN BLAS",10.0,-58.51262106,-34.63395999,MOTO,CARGAS,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sársfield, Villa Luro",171797.0,0,Lunes
2017-0063,1,2017-05-17,2017,5,17,10.0,AVENIDA,CHILE,CHILE y 9 DE JULIO AV.,1.0,-58.38118367,-34.61646839,PEATON,PASAJEROS,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,2,Miércoles
2017-0064,1,2017-05-20,2017,5,20,5.0,CALLE,MAIPU,"MAIPU y PERON, JUAN DOMINGO, TTE. GENERAL",1.0,-58.37653284,-34.60582475,CARGAS,AUTO,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,5,Sábado
2017-0065,1,2017-05-22,2017,5,22,16.0,AVENIDA,SUAREZ AV.,SUAREZ AV. y HERRERA,4.0,-58.37709334,-34.64035082,BICICLETA,CARGAS,"Barracas, La Boca",230945.0,0,Lunes
