ID,N_VICTIMAS,FECHA,AAAA,MM,DD,HH,TIPO_DE_CALLE,Calle,Dirección Normalizada,COMUNA,pos x,pos y,VICTIMA,ACUSADO,COMUNA_NOMBRE,COMUNA_POB,DIA_SEMANA_NUM,DIA_SEMANA_STR
2018-0023,1,2018-02-24,2018,2,24,6.0,CALLE,BARCO CENTENERA DEL,BARCO CENTENERA DEL y ROSARIO,6.0,-58.44110156,-34.62082399,MOTO,AUTO,Caballito,203784.0,5,Sábado
2018-0024,1,2018-02-28,2018,2,28,23.0,AVENIDA,ALVAREZ THOMAS AV.,ALVAREZ THOMAS AV. y DONADO,15.0,-58.47087351,-34.57827342,PEATON,CARGAS,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía, Parque Chas",197903.0,2,Miércoles
2018-0025,1,2018-03-04,2018,3,4,22.0,AVENIDA,AVELLANEDA AV.,AVELLANEDA AV. y BOYACA AV.,7.0,-58.4596221,-34.6224514,PEATON,AUTO,"Flores, Parque Chacabuco",216832.0,6,Domingo
2018-0026,2,2018-03-09,2018,3,9,4.0,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.","RABANAL, FRANCISCO, INTENDENTE AV. y SAENZ AV.",4.0,-58.41657793,-34.65476216,MOVIL,CARGAS,"Barracas, La Boca",230945.0,4,Viernes
2018-0027,1,2018-03-11,2018,3,11,23.0,CALLE,CASTRO,CASTRO y RONDEAU,5.0,-58.41911301,-34.63722107,PEATON,MOTO,"Almagro, Boedo",193859.0,6,Domingo
2018-0028,1,2018-03-13,2018,3,13,15.0,AVENIDA,"BILBAO, FRANCISCO AV.","BILBAO, FRANCISCO AV. y AZUL",9.0,-58.47120586,-34.64251042,PEATON,CARGAS,"Liniers, Mataderos, Parque Avellaneda",169538.0,1,Martes
2018-0029,1,2018-03-15,2018,3,15,18.0,AVENIDA,NAZCA AV.,NAZCA AV. y GAONA AV.,11.0,-58.47418944,-34.62049672,MOTO,AUTO,"Villa General Mitre, Villa Devoto, Villa del Parque, Villa Santa Rita",203491.0,3,Jueves
2018-0030,1,2018-03-20,2018,3,20,1.0,AVENIDA,PLAZA,PLAZA y ALVAREZ THOMAS AV.,15.0,-58.46720441,-34.57905579,MOTO,MOTO,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía, Parque Chas",197903.0,1,Martes
2018-0031,1,2018-03-28,2018,3,28,10.0,AVENIDA,GAONA AV.,"GAONA AV. y ARTIGAS, JOSE GERVASIO, GRAL.",11.0,-58.46909362,-34.6177971,MOTO,CARGAS,"Villa General Mitre, Villa Devoto, Villa del Parque, Villa Santa Rita",203491.0,2,Miércoles
2018-0032,1,2018-04-02,2018,4,2,13.0,AVENIDA,CABILDO AV.,CABILDO AV. y AGUILAR,13.0,-58.44704343,-34.5688864,PEATON,PASAJEROS,"Núñez, Belgrano, Colegiales",265199.0,0,Lunes
2018-0033,1,2018-04-07,2018,4,7,7.0,AVENIDA,CAMARONES,CAMARONES y LOPE DE VEGA AV.,10.0,-58.50535541,-34.62902048,MOTO,CARGAS,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sársfield, Villa Luro",171797.0,5,Sábado
2018-0034,1,2018-04-11,2018,4,11,18.0,AVENIDA,SANTA FE AV.,SANTA FE AV. 2320,2.0,-58.40021675,-34.59522198,PEATON,PASAJEROS,Recoleta,158368.0,2,Miércoles
2018-0035,1,2018-04-12,2018,4,12,16.0,AVENIDA,RIVADAVIA AV.,RIVADAVIA AV. 6950,7.0,-58.46325991,-34.62919627,PEATON,PASAJEROS,"Flores, Parque Chacabuco",216832.0,3,Jueves
2018-0036,1,2018-04-13,2018,4,13,23.0,AVENIDA,SAN MARTIN AV.,SAN MARTIN AV. y ARGERICH,15.0,-58.49471482,-34.59694755,MOTO,AUTO,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía, Parque Chas",197903.0,4,Viernes
2018-0037,1,2018-04-18,2018,4,18,18.0,AVENIDA,CORDOBA AV.,"CORDOBA AV. y URIBURU JOSE E., PRES.",2.0,-58.3987261,-34.59975962,PEATON,CARGAS,Recoleta,158368.0,2,Miércoles
2018-0038,2,2018-04-20,2018,4,20,17.0,AVENIDA,RIVADAVIA AV.,RIVADAVIA AV. 1571,1.0,-58.38872177,-34.60885045,PEATON,AUTO,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,4,Viernes
2018-0039,1,2018-04-21,2018,4,21,22.0,AUTOPISTA,"LUGONES, LEOPOLDO AV.",,14.0,,,PEATON,AUTO,Palermo,249016.0,5,Sábado
2018-0040,1,2018-04-27,2018,4,27,11.0,CALLE,"FREIRE, RAMON, CAP. GRAL.","FREIRE, RAMON, CAP. GRAL. y OLAGUER Y FELIU, VIRREY",13.0,-58.45686132,-34.57305993,PEATON,CARGAS,"Núñez, Belgrano, Colegiales",265199.0,4,Viernes
2018-0041,1,2018-04-27,2018,4,27,13.0,AVENIDA,LA PLATA AV.,"LA PLATA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",4.0,-58.42281627,-34.64282424,PEATON,PASAJEROS,"Barracas, La Boca",230945.0,4,Viernes
2018-0042,1,2018-04-27,2018,4,27,18.0,CALLE,BRANDSEN,BRANDSEN y PERDRIEL,4.0,-58.38666024,-34.63953396,MOTO,CARGAS,"Barracas, La Boca",230945.0,4,Viernes
2018-0043,1,2018-04-28,2018,4,28,6.0,AVENIDA,"VILARDEBO, TEODORO","VILARDEBO, TEODORO y ALVAREZ JONTE AV.",11.0,-58.49122843,-34.61207587,MOTO,AUTO,"Villa General Mitre, Villa Devoto, Villa del Parque, Villa Santa Rita",203491.0,5,Sábado
2018-0044,1,2018-04-28,2018,4,28,9.0,AVENIDA,ALBERTI,ALBERTI e INDEPENDENCIA AV.,3.0,-58.40098306,-34.61866627,PEATON,AUTO,"San Cristóbal, Balvanera",236294.0,5,Sábado
2018-0045,1,2018-04-30,2018,4,30,7.0,AVENIDA,ALVAREZ THOMAS AV.,ALVAREZ THOMAS AV. 879,13.0,-58.45448963,-34.5791692,AUTO,CARGAS,"Núñez, Belgrano, Colegiales",265199.0,0,Lunes
2018-0046,1,2018-05-02,2018,5,2,3.0,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y RIVADAVIA AV.",9.0,-58.52927982,-34.63931752,PEATON,AUTO,"Liniers, Mataderos, Parque Avellaneda",169538.0,2,Miércoles
2018-0047,1,2018-05-08,2018,5,8,19.0,AVENIDA,CORRIENTES AV.,CORRIENTES AV. y DORREGO AV.,15.0,-58.44759966,-34.5917024,PEATON,PASAJEROS,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía, Parque Chas",197903.0,1,Martes
2018-0048,1,2018-05-09,2018,5,9,10.0,AVENIDA,RIVADAVIA AV.,RIVADAVIA AV. y PEDERNERA,7.0,-58.46411215,-34.62925068,PEATON,PASAJEROS,"Flores, Parque Chacabuco",216832.0,2,Miércoles
2018-0049,1,2018-05-11,2018,5,11,19.0,CALLE,QUESADA,QUESADA 2300,13.0,-58.4621322,-34.55395823,PEATON,AUTO,"Núñez, Belgrano, Colegiales",265199.0,4,Viernes
2018-0050,1,2018-05-14,2018,5,14,18.0,AVENIDA,CABILDO AV.,CABILDO AV. y JURAMENTO AV.,13.0,-58.45669422,-34.5620361,PEATON,PASAJEROS,"Núñez, Belgrano, Colegiales",265199.0,0,Lunes
2018-0051,1,2018-05-15,2018,5,15,21.0,CALLE,CALIFORNIA,"CALIFORNIA y CARBONARI, FRANCISCO, CMTE.",4.0,-58.3597716,-34.64341878,PEATON,AUTO,"Barracas, La Boca",230945.0,1,Martes
2018-0052,1,2018-05-18,2018,5,18,20.0,AVENIDA,"CARRIL, SALVADOR MARIA DEL AV.","CARRIL, SALVADOR MARIA DEL AV. y NAZCA",15.0,-58.49820145,-34.59070093,PEATON,PASAJEROS,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía, Parque Chas",197903.0,4,Viernes
2018-0053,1,2018-05-20,2018,5,20,2.0,CALLE,SAN LUIS,SAN LUIS y AGUERO,3.0,-58.4105928,-34.5993918,MOTO,AUTO,"San Cristóbal, Balvanera",236294.0,6,Domingo
2018-0054,1,2018-05-22,2018,5,22,11.0,CALLE,LUGONES,LUGONES 2430,12.0,-58.47969138,-34.57121563,PEATON,BICICLETA,"Coghlan, Saavedra, Villa Urquiza, Villa Pueyrredón",236294.0,1,Martes
2018-0055,1,2018-05-29,2018,5,29,7.0,AVENIDA,INDEPENDENCIA AV.,INDEPENDENCIA AV. y JUJUY AV.,3.0,-58.40351561,-34.61883916,MOTO,AUTO,"San Cristóbal, Balvanera",236294.0,1,Martes
2018-0056,1,2018-06-02,2018,6,2,13.0,AVENIDA,RIVADAVIA AV.,RIVADAVIA AV. 11050,9.0,-58.51973844,-34.63918987,PEATON,PASAJEROS,"Liniers, Mataderos, Parque Avellaneda",169538.0,5,Sábado
2018-0057,1,2018-06-03,2018,6,3,3.0,CALLE,COMBATE DE LOS POZOS,COMBATE DE LOS POZOS y HUMBERTO 1Â°,3.0,-58.39311376,-34.62163006,MOTO,PASAJEROS,"San Cristóbal, Balvanera",236294.0,6,Domingo
2018-0058,1,2018-06-03,2018,6,3,6.0,AVENIDA,CORDOBA AV.,CORDOBA AV. y THAMES,15.0,-58.43531242,-34.59082159,MOTO,AUTO,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía, Parque Chas",197903.0,6,Domingo
2018-0059,1,2018-06-08,2018,6,8,6.0,AVENIDA,"GARAY, JUAN DE AV.","GARAY, JUAN DE AV. y SANCHEZ DE LORIA",5.0,-58.41178165,-34.63035454,MOTO,OTRO,"Almagro, Boedo",193859.0,4,Viernes
2018-0060,1,2018-06-08,2018,6,8,12.0,AVENIDA,LAVALLE,"LAVALLE y ALEM, LEANDRO N. AV.",1.0,-58.370488,-34.60189492,PEATON,PASAJEROS,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,4,Viernes
2018-0061,1,2018-06-10,2018,6,10,11.0,CALLE,ESTADOS UNIDOS,ESTADOS UNIDOS y PICHINCHA,3.0,-58.39883882,-34.61964833,MOTO,MOTO,"San Cristóbal, Balvanera",236294.0,6,Domingo
2018-0062,1,2018-06-14,2018,6,14,1.0,CALLE,ROSARIO,ROSARIO y BARCO CENTENERA DEL,6.0,-58.44110156,-34.62082399,PEATON,CARGAS,Caballito,203784.0,3,Jueves
2018-0063,1,2018-06-16,2018,6,16,21.0,AVENIDA,"ALEM, LEANDRO N. AV.","ALEM, LEANDRO N. AV. y VIAMONTE",1.0,-58.37093138,-34.59952725,PEATON,PASAJEROS,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,5,Sábado
2018-0064,1,2018-06-25,2018,6,25,1.0,AVENIDA,VARELA AV.,VARELA AV. y PRIMERA JUNTA,7.0,-58.45855262,-34.63953253,AUTO,CARGAS,"Flores, Parque Chacabuco",216832.0,0,Lunes
2018-0065,1,2018-06-26,2018,6,26,17.0,CALLE,"PELLEGRINI, CARLOS","PELLEGRINI, CARLOS y JUNCAL",1.0,-58.38161909,-34.59283447,MOTO,CARGAS,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,1,Martes
2018-0066,1,2018-06-28,2018,6,28,11.0,AVENIDA,CORRIENTES AV.,"CORRIENTES AV. y LACROZE, FEDERICO AV.",15.0,-58.45511899,-34.58698157,PEATON,PASAJEROS,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía, Parque Chas",197903.0,3,Jueves
2018-0067,1,2018-06-29,2018,6,29,16.0,AVENIDA,"MONTES DE OCA, MANUEL AV.","MONTES DE OCA, MANUEL AV. y FINOCHIETTO ENRIQUE DR.",4.0,-58.37724226,-34.62973033,PASAJEROS,AUTO,"Barracas, La Boca",230945.0,4,Viernes
2018-0068,1,2018-07-01,2018,7,1,9.0,AVENIDA,CARABOBO AV.,"CARABOBO AV. y ALBERDI, JUAN BAUTISTA AV.",7.0,-58.45546217,-34.62930339,MOTO,AUTO,"Flores, Parque Chacabuco",216832.0,6,Domingo
2018-0069,1,2018-07-04,2018,7,4,21.0,AVENIDA,CORDOBA AV.,CORDOBA AV. 2215,2.0,-58.39897064,-34.59954925,BICICLETA,PASAJEROS,Recoleta,158368.0,2,Miércoles
2018-0070,1,2018-07-07,2018,7,7,15.0,CALLE,ESTADOS UNIDOS,"ESTADOS UNIDOS y URQUIZA, GRAL.",3.0,-58.40917826,-34.62126274,MOTO,PASAJEROS,"San Cristóbal, Balvanera",236294.0,5,Sábado
2018-0071,1,2018-07-10,2018,7,10,17.0,AVENIDA,MORENO,"MORENO y HUERGO, ING. AV.",1.0,-58.36726348,-34.61099738,MOTO,CARGAS,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,1,Martes
2018-0072,1,2018-07-11,2018,7,11,13.0,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y MONTIEL,8.0,-58.48267426,-34.68454456,MOTO,CARGAS,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,2,Miércoles
2018-0073,1,2018-07-11,2018,7,11,15.0,AVENIDA,"IRIARTE, GRAL. AV.","IRIARTE, GRAL. AV. 3400",4.0,-58.39546165,-34.65168841,PEATON,CARGAS,"Barracas, La Boca",230945.0,2,Miércoles
2018-0074,1,2018-07-14,2018,7,14,6.0,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.","ALBERDI, JUAN BAUTISTA AV. 2968",7.0,-58.46941984,-34.63376545,AUTO,CARGAS,"Flores, Parque Chacabuco",216832.0,5,Sábado
2018-0075,1,2018-07-15,2018,7,15,7.0,AVENIDA,DEL LIBERTADOR AV.,DEL LIBERTADOR AV. y ORTIZ DE OCAMPO,14.0,-58.40367321,-34.58129246,PEATON,AUTO,Palermo,249016.0,6,Domingo
2018-0076,1,2018-07-16,2018,7,16,9.0,CALLE,"CHAVEZ, JORGE","CHAVEZ, JORGE y PAZ, GRAL. AV.",9.0,-58.52932872,-34.65014993,AUTO,CARGAS,"Liniers, Mataderos, Parque Avellaneda",169538.0,0,Lunes
2018-0077,1,2018-07-16,2018,7,16,23.0,CALLE,"URQUIZA, GRAL.","URQUIZA, GRAL. y ESTADOS UNIDOS",3.0,-58.40917826,-34.62126274,AUTO,CARGAS,"San Cristóbal, Balvanera",236294.0,0,Lunes
2018-0078,1,2018-07-21,2018,7,21,6.0,CALLE,PARAGUAY,PARAGUAY y SANCHEZ DE BUSTAMANTE,2.0,-58.41264127,-34.59473294,PEATON,AUTO,Recoleta,158368.0,5,Sábado
2018-0079,1,2018-07-23,2018,7,23,7.0,GRAL PAZ,DE LOS CORRALES AV.,"DE LOS CORRALES AV. y PAZ, GRAL. AV.",9.0,-58.50877521,-34.66977709,PEATON,CARGAS,"Liniers, Mataderos, Parque Avellaneda",169538.0,0,Lunes
2018-0080,1,2018-07-25,2018,7,25,22.0,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.","ALBERDI, JUAN BAUTISTA AV. y CARHUE",9.0,-58.51232237,-34.6590353,PEATON,AUTO,"Liniers, Mataderos, Parque Avellaneda",169538.0,2,Miércoles
2018-0081,1,2018-07-29,2018,7,29,6.0,AVENIDA,CASTANARES AV.,CASTAÃ‘ARES AV. y RIVERA INDARTE AV.,7.0,-58.44744156,-34.64567171,PEATON,MULTIPLE,"Flores, Parque Chacabuco",216832.0,6,Domingo
2018-0082,1,2018-08-01,2018,8,1,15.0,AVENIDA,LARRAZABAL,"LARRAZABAL y GARZON, EUGENIO, GRAL. AV.",9.0,-58.49441273,-34.65869968,MOTO,CARGAS,"Liniers, Mataderos, Parque Avellaneda",169538.0,2,Miércoles
2018-0083,1,2018-08-02,2018,8,2,5.0,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",8.0,-58.47976785,-34.69153196,MOTO,CARGAS,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,3,Jueves
2018-0084,1,2018-08-03,2018,8,3,7.0,AVENIDA,"MOREAU DE JUSTO, ALICIA AV.","MOREAU DE JUSTO, ALICIA AV. y COCHABAMBA",1.0,-58.36523349,-34.62260331,PEATON,CARGAS,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,4,Viernes
2018-0085,2,2018-08-03,2018,8,3,18.0,AVENIDA,ENTRE RIOS AV.,"ENTRE RIOS AV. y GARAY, JUAN DE AV.",3.0,-58.39118948,-34.62704273,MOTO,PASAJEROS,"San Cristóbal, Balvanera",236294.0,4,Viernes
2018-0086,1,2018-08-10,2018,8,10,21.0,AVENIDA,DIRECTORIO AV.,DIRECTORIO AV. y GUARDIA NACIONAL,9.0,-58.49019551,-34.65015854,PEATON,PASAJEROS,"Liniers, Mataderos, Parque Avellaneda",169538.0,4,Viernes
2018-0087,1,2018-08-15,2018,8,15,19.0,AVENIDA,PAVON AV.,PAVON AV. y COLOMBRES,5.0,-58.41644362,-34.63023775,PEATON,PASAJEROS,"Almagro, Boedo",193859.0,2,Miércoles
2018-0088,1,2018-08-17,2018,8,17,16.0,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",12.0,-58.5007381,-34.5497951,MOTO,CARGAS,"Coghlan, Saavedra, Villa Urquiza, Villa Pueyrredón",236294.0,4,Viernes
2018-0089,1,2018-08-17,2018,8,17,17.0,AVENIDA,PICHINCHA AV.,PICHINCHA AV. y BRASIL,4.0,-58.39626094,-34.63036565,PEATON,PASAJEROS,"Barracas, La Boca",230945.0,4,Viernes
2018-0090,1,2018-08-18,2018,8,18,10.0,AVENIDA,27 DE FEBRERO AV.,27 DE FEBRERO AV. y PERGAMINO,8.0,-58.43284809,-34.67051543,MOTO,AUTO,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,5,Sábado
2018-0091,1,2018-08-19,2018,8,19,18.0,AUTOPISTA,AUTOPISTA PERITO MORENO,AUTOPISTA PERITO MORENO y BARRAGAN,9.0,-58.52280139,-34.63659934,AUTO,AUTO,"Liniers, Mataderos, Parque Avellaneda",169538.0,6,Domingo
2018-0092,1,2018-08-20,2018,8,20,8.0,AVENIDA,CORDOBA AV.,CORDOBA AV. y GASCON,14.0,-58.4233693,-34.59774487,MOTO,AUTO,Palermo,249016.0,0,Lunes
2018-0093,1,2018-08-20,2018,8,20,8.0,CALLE,15 DE NOVIEMBRE DE 1889,15 DE NOVIEMBRE DE 1889 1513,1.0,-58.38691681,-34.63105973,PEATON,PASAJEROS,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,0,Lunes
2018-0094,1,2018-08-23,2018,8,23,5.0,CALLE,"SALGUERO, JERONIMO","SALGUERO, JERONIMO y BERUTI",14.0,-58.4116902,-34.5857988,MOTO,PASAJEROS,Palermo,249016.0,3,Jueves
2018-0095,1,2018-08-26,2018,8,26,0.0,AVENIDA,LACARRA AV.,"LACARRA AV. y DELLEPIANE, LUIS, TTE. GRAL.",9.0,-58.46739825,-34.65117757,AUTO,AUTO,"Liniers, Mataderos, Parque Avellaneda",169538.0,6,Domingo
2018-0096,1,2018-08-31,2018,8,31,22.0,AUTOPISTA,AUTOPISTA PRESIDENTE H?CTOR J. C?MPORA,"AUTOPISTA PRESIDENTE HÃ‰CTOR J. CÃMPORA y ROCA, CNEL. AV.",8.0,-58.44483258,-34.67152226,PEATON,AUTO,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,4,Viernes
2018-0097,1,2018-09-02,2018,9,2,10.0,AVENIDA,VARELA AV.,"VARELA AV. y RABANAL, FRANCISCO, INTENDENTE AV.",8.0,-58.43254025,-34.66128115,AUTO,OTRO,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,6,Domingo
2018-0098,2,2018-09-09,2018,9,9,5.0,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y BERON DE ASTRADA",8.0,-58.47199387,-34.69640164,AUTO,AUTO,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,6,Domingo
2018-0099,1,2018-09-12,2018,9,12,14.0,AVENIDA,RIVADAVIA AV.,RIVADAVIA AV. y PEDERNERA,7.0,-58.46411215,-34.62925068,PEATON,PASAJEROS,"Flores, Parque Chacabuco",216832.0,2,Miércoles
2018-0100,1,2018-09-20,2018,9,20,10.0,AVENIDA,"RAWSON DE DELLEPIANE, ELVIRA AV.","RAWSON DE DELLEPIANE, ELVIRA AV. 150",1.0,-58.36217754,-34.62367156,MOTO,AUTO,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,3,Jueves
2018-0101,1,2018-09-21,2018,9,21,0.0,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y ZAPIOLA",12.0,-58.48098594,-34.5407313,AUTO,MULTIPLE,"Coghlan, Saavedra, Villa Urquiza, Villa Pueyrredón",236294.0,4,Viernes
2018-0102,1,2018-09-21,2018,9,21,0.0,CALLE,FAMATINA,"FAMATINA y TABORDA, DIOGENES",4.0,-58.41083404,-34.64640709,MOTO,AUTO,"Barracas, La Boca",230945.0,4,Viernes
2018-0103,1,2018-09-27,2018,9,27,17.0,AVENIDA,CASTA?ARES AV.,"CASTAÃ‘ARES AV. y BONORINO, ESTEBAN, CNEL. AV.",7.0,-58.44609828,-34.64446729,PEATON,MOTO,"Flores, Parque Chacabuco",216832.0,3,Jueves
2018-0104,1,2018-10-01,2018,10,1,8.0,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y SUAREZ AV.,4.0,-58.37709334,-34.64035082,MOTO,MOTO,"Barracas, La Boca",230945.0,0,Lunes
2018-0105,1,2018-10-03,2018,10,3,18.0,AVENIDA,NAZCA AV.,NAZCA AV. y RIVADAVIA AV.,7.0,-58.46963952,-34.63070603,PEATON,PASAJEROS,"Flores, Parque Chacabuco",216832.0,2,Miércoles
2018-0106,1,2018-10-04,2018,10,4,22.0,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.","FIGUEROA ALCORTA, PRES. AV. y ECHEVERRIA",13.0,-58.43674281,-34.55161027,MOTO,MOTO,"Núñez, Belgrano, Colegiales",265199.0,3,Jueves
2018-0107,1,2018-10-06,2018,10,6,14.0,AVENIDA,RIVADAVIA AV.,RIVADAVIA AV. y JUJUY AV.,3.0,-58.4059686,-34.61011987,PEATON,PASAJEROS,"San Cristóbal, Balvanera",236294.0,5,Sábado
2018-0108,1,2018-10-09,2018,10,9,14.0,AVENIDA,DE LOS ITALIANOS AV.,"DE LOS ITALIANOS AV. y GUEMES, MACACHA",1.0,-58.36154069,-34.60463618,MOTO,AUTO,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,1,Martes
2018-0109,1,2018-10-10,2018,10,10,22.0,AVENIDA,TUCUMAN,"TUCUMAN y ALEM, LEANDRO N. AV.",1.0,-58.37062179,-34.60066507,PEATON,PASAJEROS,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,2,Miércoles
2018-0110,1,2018-10-13,2018,10,13,3.0,AVENIDA,CORRIENTES AV.,"CORRIENTES AV. y GALLARDO, ANGEL AV.",15.0,-58.43220014,-34.60207186,PEATON,MOTO,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía, Parque Chas",197903.0,5,Sábado
2018-0111,1,2018-10-19,2018,10,19,12.0,AUTOPISTA,AUTOPISTA PERITO MORENO,"AUTOPISTA PERITO MORENO & PERON, EVA  AV.",9.0,-58.46958442,-34.64949724,MOTO,CARGAS,"Liniers, Mataderos, Parque Avellaneda",169538.0,4,Viernes
2018-0112,1,2018-10-24,2018,10,24,9.0,CALLE,MU?ECAS,MUÃ‘ECAS y SERRANO,15.0,-58.44671397,-34.59970903,MOTO,CARGAS,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía, Parque Chas",197903.0,2,Miércoles
2018-0113,1,2018-10-25,2018,10,25,11.0,CALLE,"ARTIGAS, JOSE GERVASIO, GRAL.","ARTIGAS, JOSE GERVASIO, GRAL. y TRES ARROYOS",11.0,-58.47152163,-34.61474911,MOTO,CARGAS,"Villa General Mitre, Villa Devoto, Villa del Parque, Villa Santa Rita",203491.0,3,Jueves
2018-0114,1,2018-10-30,2018,10,30,2.0,AVENIDA,SOLIS,SOLIS e INDEPENDENCIA AV.,1.0,-58.39032921,-34.61807951,MOTO,AUTO,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,1,Martes
2018-0115,1,2018-10-31,2018,10,31,12.0,CALLE,"BOSCH, VENTURA","BOSCH, VENTURA y PAZ, GRAL. AV.",9.0,-58.52887773,-34.64297861,PEATON,PASAJEROS,"Liniers, Mataderos, Parque Avellaneda",169538.0,2,Miércoles
2018-0116,1,2018-11-01,2018,11,1,10.0,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. 14800",8.0,-58.49371157,-34.67981324,PEATON,CARGAS,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,3,Jueves
2018-0117,1,2018-11-04,2018,11,4,8.0,AVENIDA,"PERON, EVA AV.","PERON, EVA AV. 5321",9.0,-58.48266599,-34.66012327,MOTO,MOTO,"Liniers, Mataderos, Parque Avellaneda",169538.0,6,Domingo
2018-0118,1,2018-11-05,2018,11,5,14.0,AVENIDA,"PERON, JUAN DOMINGO, TTE. GENERAL","PERON, JUAN DOMINGO, TTE. GENERAL y PUEYRREDON AV.",3.0,-58.40612253,-34.60774301,PEATON,MOTO,"San Cristóbal, Balvanera",236294.0,0,Lunes
2018-0119,1,2018-11-05,2018,11,5,22.0,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.","RABANAL, FRANCISCO, INTENDENTE AV. y SAN PEDRITO",8.0,-58.43613623,-34.66292532,PEATON,,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,0,Lunes
2018-0120,1,2018-11-09,2018,11,9,13.0,AVENIDA,MONROE,MONROE y ALVAREZ THOMAS AV.,12.0,-58.48250732,-34.57208238,PEATON,AUTO,"Coghlan, Saavedra, Villa Urquiza, Villa Pueyrredón",236294.0,4,Viernes
2018-0121,1,2018-11-09,2018,11,9,16.0,AVENIDA,RIVADAVIA AV.,RIVADAVIA AV. y MANZONI,10.0,-58.49945705,-34.6374328,PEATON,PASAJEROS,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sársfield, Villa Luro",171797.0,4,Viernes
2018-0122,1,2018-11-12,2018,11,12,1.0,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y LARRAZABAL,8.0,-58.47743966,-34.67233407,AUTO,AUTO,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,0,Lunes
2018-0123,1,2018-11-12,2018,11,12,3.0,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y PERON, EVA AV.",9.0,-58.5025179,-34.67450313,AUTO,,"Liniers, Mataderos, Parque Avellaneda",169538.0,0,Lunes
2018-0124,1,2018-11-15,2018,11,15,19.0,AUTOPISTA,AUTOPISTA PERITO MORENO,AUTOPISTA PERITO MORENO y RESERVISTAS ARGENTINOS,9.0,-58.52144411,-34.63682499,CARGAS,CARGAS,"Liniers, Mataderos, Parque Avellaneda",169538.0,3,Jueves
