ID_HECHO,FECHA,AAAA,MM,DD,HH,DIA_SEMANA_NUM,DIA_SEMANA_STR,N_VICTIMAS,ACUSADO,VICTIMA,ROL,SEXO,EDAD,FECHA_FALLECIMIENTO,COMUNA,COMUNA_NOMBRE,COMUNA_POB,TIPO_DE_CALLE,CALLE,DIRE_NOR,POSX,POSY
2016-0105,2016-08-17,2016,8,17,0.0,2,Miércoles,1,PASAJEROS,PEATON,PEATON,MASCULINO,19.0,2016-08-26,15.0,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía, Parque Chas",197903.0,AVENIDA,"LACROZE, FEDERICO AV.","LACROZE, FEDERICO AV. y FRAGA",-58.45343236,-34.58435809
2016-0106,2016-08-19,2016,8,19,21.0,4,Viernes,1,PASAJEROS,PEATON,PEATON,MASCULINO,38.0,,1.0,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,AVENIDA,"PELLEGRINI, CARLOS","PELLEGRINI, CARLOS y DEL LIBERTADOR AV.",-58.38090932,-34.58927731
2016-0107,2016-08-20,2016,8,20,8.0,5,Sábado,1,AUTO,MOTO,CONDUCTOR,MASCULINO,21.0,,4.0,"Barracas, La Boca",230945.0,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y DON PEDRO DE MENDOZA AV.,-58.37157668,-34.65429986
2016-0109,2016-08-24,2016,8,24,5.0,2,Miércoles,1,OBJETO FIJO,AUTO,CONDUCTOR,FEMENINO,53.0,2016-08-24,9.0,"Liniers, Mataderos, Parque Avellaneda",169538.0,AUTOPISTA,AUTOPISTA PERITO MORENO,AUTOPISTA PERITO MORENO y BARRAGAN,-58.52280139,-34.63659934
2016-0110,2016-08-24,2016,8,24,20.0,2,Miércoles,1,,PEATON,PEATON,MASCULINO,57.0,,9.0,"Liniers, Mataderos, Parque Avellaneda",169538.0,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.","ALBERDI, JUAN BAUTISTA AV. y CARHUE",-58.51232237,-34.6590353
2016-0111,2016-08-25,2016,8,25,9.0,3,Jueves,1,CARGAS,MOTO,CONDUCTOR,MASCULINO,27.0,2016-08-25,15.0,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía, Parque Chas",197903.0,AUTOPISTA,LUGONES,LUGONES y LA PAMPA,-58.47461905,-34.57663634
2016-0112,2016-08-27,2016,8,27,4.0,5,Sábado,1,OBJETO FIJO,MOTO,CONDUCTOR,MASCULINO,24.0,2016-08-27,1.0,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,AUTOPISTA,AUTOPISTA 25 DE MAYO,AUTOPISTA 25 DE MAYO y AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,-58.38268809,-34.62282019
2016-0113,2016-08-27,2016,8,27,16.0,5,Sábado,1,PASAJEROS,PEATON,PEATON,FEMENINO,60.0,,9.0,"Liniers, Mataderos, Parque Avellaneda",169538.0,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.","ALBERDI, JUAN BAUTISTA AV. y GUARDIA NACIONAL",-58.49603546,-34.64564271
2016-0114,2016-08-31,2016,8,31,11.0,2,Miércoles,1,CARGAS,BICICLETA,CICLISTA,FEMENINO,55.0,2016-08-31,14.0,Palermo,249016.0,CALLE,"SALGUERO, JERONIMO","SALGUERO, JERONIMO 1410",-58.41848605,-34.59394733
2016-0115,2016-09-02,2016,9,2,11.0,4,Viernes,1,CARGAS,,,MASCULINO,,,12.0,"Coghlan, Saavedra, Villa Urquiza, Villa Pueyrredón",236294.0,CALLE,ARIAS,ARIAS y TRONADOR,-58.48935041,-34.54917673
2016-0116,2016-09-02,2016,9,2,20.0,4,Viernes,1,AUTO,MOTO,CONDUCTOR,MASCULINO,30.0,2016-09-02,8.0,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,AVENIDA,27 DE FEBRERO AV.,27 DE FEBRERO AV. y ESCALADA AV.,-58.44451316,-34.68475866
2016-0117,2016-09-03,2016,9,3,15.0,5,Sábado,1,AUTO,AUTO,CONDUCTOR,MASCULINO,43.0,,14.0,Palermo,249016.0,AVENIDA,DEL LIBERTADOR AV.,DEL LIBERTADOR AV. y TAGLE,-58.39936478,-34.58271474
2016-0118,2016-09-04,2016,9,4,3.0,6,Domingo,1,AUTO,AUTO,CONDUCTOR,MASCULINO,27.0,2016-09-04,1.0,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI KM. 2.9,-58.37936704,-34.62694503
2016-0119,2016-09-04,2016,9,4,6.0,6,Domingo,1,,,PASAJERO_ACOMPAÑANTE,FEMENINO,,,12.0,"Coghlan, Saavedra, Villa Urquiza, Villa Pueyrredón",236294.0,AVENIDA,"LARRALDE, CRISOLOGO AV.","LARRALDE, CRISOLOGO AV. y TRIUNVIRATO AV.",-58.49659234,-34.56353635
2016-0122,2016-09-13,2016,9,13,7.0,1,Martes,1,PASAJEROS,BICICLETA,CICLISTA,MASCULINO,49.0,2016-09-13,9.0,"Liniers, Mataderos, Parque Avellaneda",169538.0,AVENIDA,"PERON, EVA AV.","PERON, EVA AV. 4233",-58.47256391,-34.65194557
2016-0123,2016-09-14,2016,9,14,9.0,2,Miércoles,1,AUTO,MOTO,CONDUCTOR,FEMENINO,58.0,,7.0,"Flores, Parque Chacabuco",216832.0,AVENIDA,ASAMBLEA AV.,"ASAMBLEA AV. y BONORINO, ESTEBAN, CNEL. AV.",-58.45130953,-34.64053676
2016-0124,2016-09-16,2016,9,16,15.0,4,Viernes,1,PASAJEROS,PEATON,PEATON,MASCULINO,67.0,,7.0,"Flores, Parque Chacabuco",216832.0,AVENIDA,RIVADAVIA AV.,RIVADAVIA AV. y RIVERA INDARTE AV.,-58.46271207,-34.62884871
2016-0125,2016-09-17,2016,9,17,12.0,5,Sábado,1,MOTO,MOTO,CONDUCTOR,MASCULINO,30.0,,10.0,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sársfield, Villa Luro",171797.0,AUTOPISTA,AUTOPISTA PERITO MORENO,"AUTOPISTA PERITO MORENO y ALBERDI, JUAN BAUTISTA AV.",-58.49020869,-34.64243791
2016-0126,2016-09-18,2016,9,18,22.0,6,Domingo,2,CARGAS,AUTO,CONDUCTOR,MASCULINO,37.0,,10.0,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sársfield, Villa Luro",171797.0,CALLE,IRIGOYEN,IRIGOYEN y TINOGASTA,-58.52572109,-34.62125906
2016-0126,2016-09-18,2016,9,18,22.0,6,Domingo,2,CARGAS,AUTO,PASAJERO_ACOMPAÑANTE,MASCULINO,60.0,,10.0,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sársfield, Villa Luro",171797.0,CALLE,IRIGOYEN,IRIGOYEN y TINOGASTA,-58.52572109,-34.62125906
2016-0127,2016-09-24,2016,9,24,10.0,5,Sábado,1,PASAJEROS,PEATON,PEATON,MASCULINO,50.0,,8.0,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,AVENIDA,"ACOSTA, MARIANO","ACOSTA, MARIANO y ROCA, CNEL. AV.",-58.44094791,-34.66677111
2016-0128,2016-10-02,2016,10,2,11.0,6,Domingo,1,PASAJEROS,PEATON,PEATON,FEMENINO,81.0,2016-10-02,5.0,"Almagro, Boedo",193859.0,AVENIDA,CASTRO,CASTRO y PAVON AV.,-58.41914024,-34.6305389
2016-0130,2016-10-04,2016,10,4,12.0,1,Martes,1,CARGAS,MOTO,CONDUCTOR,MASCULINO,29.0,2016-10-04,1.0,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,AUTOPISTA,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI y BRASIL,-58.37910942,-34.62764717
2016-0131,2016-10-09,2016,10,9,19.0,6,Domingo,1,AUTO,PEATON,PEATON,MASCULINO,35.0,,4.0,"Barracas, La Boca",230945.0,CALLE,MIRAVE,MIRAVE 3500,-58.39871183,-34.64539318
2016-0132,2016-10-10,2016,10,10,2.0,0,Lunes,1,PASAJEROS,AUTO,PASAJERO_ACOMPAÑANTE,MASCULINO,30.0,2016-10-10,3.0,"San Cristóbal, Balvanera",236294.0,AVENIDA,SAN JUAN AV.,SAN JUAN AV. y 24 DE NOVIEMBRE,-58.41036975,-34.62477021
2016-0133,2016-10-14,2016,10,14,0.0,4,Viernes,1,AUTO,MOTO,CONDUCTOR,MASCULINO,41.0,2016-10-25,14.0,Palermo,249016.0,AVENIDA,LAS HERAS GENERAL AV.,LAS HERAS GENERAL AV. y SANCHEZ DE BUSTAMANTE,-58.40204698,-34.5834269
2016-0134,2016-10-23,2016,10,23,5.0,6,Domingo,1,OBJETO FIJO,MOTO,CONDUCTOR,MASCULINO,25.0,2016-10-23,8.0,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,AVENIDA,PIEDRA BUENA AV.,PIEDRA BUENA AV. y 2 DE ABRIL DE 1982,-58.48935287,-34.67648597
2016-0135,2016-10-24,2016,10,24,5.0,0,Lunes,1,,PEATON,PEATON,MASCULINO,29.0,2016-10-25,14.0,Palermo,249016.0,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.","FIGUEROA ALCORTA, PRES. AV. y PINEDO, INT.",-58.42260225,-34.56403694
2016-0136,2016-10-25,2016,10,25,0.0,1,Martes,1,CARGAS,MOTO,CONDUCTOR,,,,4.0,"Barracas, La Boca",230945.0,AUTOPISTA,AUTOPISTA BUENOS AIRES - LA PLATA,,,
2016-0137,2016-10-25,2016,10,25,0.0,1,Martes,1,MOTO,MOTO,CONDUCTOR,MASCULINO,30.0,,11.0,"Villa General Mitre, Villa Devoto, Villa del Parque, Villa Santa Rita",203491.0,AVENIDA,SAN MARTIN AV.,SAN MARTIN AV. y LADINES,-58.51537091,-34.59035925
2016-0138,2016-10-27,2016,10,27,20.0,3,Jueves,1,CARGAS,BICICLETA,CICLISTA,FEMENINO,33.0,,13.0,"Núñez, Belgrano, Colegiales",265199.0,AVENIDA,CABILDO AV.,CABILDO AV. y BLANCO ENCALADA,-58.4590967,-34.55922742
2016-0139,2016-10-28,2016,10,28,23.0,4,Viernes,1,MOTO,MOTO,PASAJERO_ACOMPAÑANTE,FEMENINO,35.0,,14.0,Palermo,249016.0,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.","FIGUEROA ALCORTA, PRES. AV. y DORREGO AV.",-58.42008769,-34.56539579
2016-0140,2016-10-31,2016,10,31,2.0,0,Lunes,1,PASAJEROS,PASAJEROS,PASAJERO_ACOMPAÑANTE,MASCULINO,20.0,,13.0,"Núñez, Belgrano, Colegiales",265199.0,AVENIDA,JURAMENTO AV.,JURAMENTO AV. y VUELTA DE OBLIGADO,-58.45566399,-34.56147293
2016-0142,2016-11-05,2016,11,5,23.0,5,Sábado,1,PASAJEROS,MOTO,CONDUCTOR,MASCULINO,46.0,2016-11-05,1.0,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,AVENIDA,DEL LIBERTADOR AV.,"DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.",-58.37533517,-34.59276462
2016-0143,2016-11-06,2016,11,6,4.0,6,Domingo,1,,MOTO,CONDUCTOR,MASCULINO,35.0,,8.0,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,AVENIDA,27 DE FEBRERO AV.,27 DE FEBRERO AV. y ESCALADA AV.,-58.44451316,-34.68475866
2016-0144,2016-11-07,2016,11,7,12.0,0,Lunes,1,PASAJEROS,PEATON,PEATON,MASCULINO,83.0,,4.0,"Barracas, La Boca",230945.0,AVENIDA,"BROWN, ALTE. AV.","BROWN, ALTE. AV. 984",-58.35975012,-34.63343907
2016-0145,2016-11-07,2016,11,7,20.0,0,Lunes,1,AUTO,MOTO,CONDUCTOR,MASCULINO,39.0,2016-11-07,13.0,"Núñez, Belgrano, Colegiales",265199.0,AVENIDA,DEL LIBERTADOR AV.,DEL LIBERTADOR AV. y LA PAMPA,-58.44523595,-34.55953855
2016-0146,2016-11-09,2016,11,9,20.0,2,Miércoles,1,PASAJEROS,PEATON,PEATON,FEMENINO,29.0,,4.0,"Barracas, La Boca",230945.0,AVENIDA,PICHINCHA AV.,PICHINCHA AV. y BRASIL,-58.39626094,-34.63036565
2016-0147,2016-11-16,2016,11,16,21.0,2,Miércoles,1,PASAJEROS,MOVIL,PASAJERO_ACOMPAÑANTE,MASCULINO,55.0,2016-11-16,1.0,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,AVENIDA,INDEPENDENCIA AV.,"INDEPENDENCIA AV. y CEVALLOS, VIRREY",-58.38896772,-34.61799615
2016-0148,2016-11-16,2016,11,16,22.0,2,Miércoles,1,MOTO,MOTO,CONDUCTOR,MASCULINO,,,15.0,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía, Parque Chas",197903.0,AVENIDA,GARMENDIA AV.,GARMENDIA AV. 4895,-58.46536113,-34.59484504
2016-0150,2016-11-18,2016,11,18,18.0,4,Viernes,1,CARGAS,CARGAS,PASAJERO_ACOMPAÑANTE,MASCULINO,41.0,2016-11-18,4.0,"Barracas, La Boca",230945.0,AVENIDA,"ALCORTA, AMANCIO AV.","ALCORTA, AMANCIO AV. y TABORDA, DIOGENES",-58.40879146,-34.65273216
2016-0151,2016-11-18,2016,11,18,20.0,4,Viernes,1,,PEATON,PEATON,,,,,,,CALLE,,,,
2016-0152,2016-11-23,2016,11,23,21.0,2,Miércoles,1,AUTO,MOTO,CONDUCTOR,MASCULINO,42.0,2016-11-24,7.0,"Flores, Parque Chacabuco",216832.0,AVENIDA,"MORENO, PERITO AV.","MORENO, PERITO AV. y ZUVIRIA",-58.46451841,-34.64991946
2016-0153,2016-11-25,2016,11,25,15.0,4,Viernes,1,MOTO,PEATON,PEATON,FEMENINO,83.0,2016-11-25,15.0,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía, Parque Chas",197903.0,AVENIDA,ARAOZ,ARAOZ y CORDOBA AV.,-58.4291709,-34.59485488
2016-0154,2016-11-26,2016,11,26,14.0,5,Sábado,1,MOTO,MOTO,CONDUCTOR,MASCULINO,38.0,,8.0,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. 15200",-58.49007772,-34.68251141
2016-0155,2016-11-26,2016,11,26,16.0,5,Sábado,1,AUTO,PEATON,PEATON,FEMENINO,29.0,,10.0,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sársfield, Villa Luro",171797.0,CALLE,MADERO,MADERO 900,-58.52756365,-34.62772274
2016-0156,2016-11-26,2016,11,26,19.0,5,Sábado,1,PASAJEROS,MOTO,CONDUCTOR,MASCULINO,23.0,2016-11-30,3.0,"San Cristóbal, Balvanera",236294.0,AVENIDA,INDEPENDENCIA AV.,INDEPENDENCIA AV. y DEAN FUNES,-58.40638983,-34.61943202
2016-0157,2016-12-03,2016,12,3,6.0,5,Sábado,1,MOTO,MOTO,CONDUCTOR,MASCULINO,23.0,,11.0,"Villa General Mitre, Villa Devoto, Villa del Parque, Villa Santa Rita",203491.0,AVENIDA,"JUSTO, JUAN B. AV.","JUSTO, JUAN B. AV. 5645",-58.47576807,-34.61740997
2016-0159,2016-12-04,2016,12,4,7.0,6,Domingo,1,,AUTO,CONDUCTOR,MASCULINO,23.0,,8.0,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,AVENIDA,27 DE FEBRERO AV.,27 DE FEBRERO AV. y ESCALADA AV.,-58.44451316,-34.68475866
2016-0160,2016-12-06,2016,12,6,5.0,1,Martes,1,OBJETO FIJO,CARGAS,CONDUCTOR,MASCULINO,29.0,2016-12-06,9.0,"Liniers, Mataderos, Parque Avellaneda",169538.0,AUTOPISTA,AUTOPISTA PERITO MORENO,AUTOPISTA PERITO MORENO (ALTURA VELEZ SARSFIELD),-58.51927194,-34.63635787
2016-0161,2016-12-06,2016,12,6,7.0,1,Martes,1,PASAJEROS,PEATON,PEATON,MASCULINO,50.0,2016-12-06,14.0,Palermo,249016.0,AVENIDA,SANTA FE AV.,SANTA FE AV. y GODOY CRUZ,-58.42525456,-34.57866344
2016-0162,2016-12-07,2016,12,7,5.0,2,Miércoles,1,AUTO,PEATON,PEATON,MASCULINO,38.0,2017-01-01,15.0,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía, Parque Chas",197903.0,AVENIDA,"LACROZE, FEDERICO AV.","LACROZE, FEDERICO AV. y FOREST AV.",-58.45396573,-34.58518167
2016-0163,2016-12-10,2016,12,10,7.0,5,Sábado,1,AUTO,MOTO,CONDUCTOR,MASCULINO,23.0,,11.0,"Villa General Mitre, Villa Devoto, Villa del Parque, Villa Santa Rita",203491.0,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y MOSCONI GENERAL AV.",-58.52340614,-34.59798754
2016-0164,2016-12-11,2016,12,11,6.0,6,Domingo,1,AUTO,AUTO,CONDUCTOR,MASCULINO,29.0,,4.0,"Barracas, La Boca",230945.0,AVENIDA,LA PLATA AV.,"LA PLATA AV. y POMAR, GREGORIO TTE. CNEL.",-58.42323628,-34.64119105
2016-0165,2016-12-12,2016,12,12,8.0,0,Lunes,1,PASAJEROS,BICICLETA,CICLISTA,MASCULINO,37.0,,4.0,"Barracas, La Boca",230945.0,AVENIDA,"GARCIA, MARTIN AV.","GARCIA, MARTIN AV. 300",-58.36926144,-34.62841919
2016-0168,2016-12-13,2016,12,13,10.0,1,Martes,1,AUTO,MOTO,CONDUCTOR,MASCULINO,43.0,2016-12-13,4.0,"Barracas, La Boca",230945.0,AVENIDA,LA PLATA AV.,"LA PLATA AV. y POMAR, GREGORIO TTE. CNEL.",-58.42323628,-34.64119105
2016-0169,2016-12-15,2016,12,15,15.0,3,Jueves,1,PASAJEROS,MOTO,CONDUCTOR,MASCULINO,24.0,2016-12-16,12.0,"Coghlan, Saavedra, Villa Urquiza, Villa Pueyrredón",236294.0,AVENIDA,NU?EZ,"NUÃ‘EZ y BALBIN, RICARDO, DR. AV.",-58.47935434,-34.55676497
2016-0170,2016-12-19,2016,12,19,17.0,0,Lunes,1,AUTO,MOTO,PASAJERO_ACOMPAÑANTE,MASCULINO,21.0,2016-12-19,12.0,"Coghlan, Saavedra, Villa Urquiza, Villa Pueyrredón",236294.0,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. 4500",-58.50598256,-34.5637998
2016-0171,2016-12-25,2016,12,25,19.0,6,Domingo,1,MOTO,MOTO,CONDUCTOR,,,,1.0,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,AUTOPISTA,"HUERGO, ING. AV.","HUERGO, ING. AV. y AUTOPISTA 25 DE MAYO",-58.36607137,-34.62150748
2016-0172,2016-12-26,2016,12,26,8.0,0,Lunes,1,CARGAS,MOTO,CONDUCTOR,MASCULINO,38.0,2016-12-26,5.0,"Almagro, Boedo",193859.0,AVENIDA,"GARAY, JUAN DE AV.","GARAY, JUAN DE AV. y CASTRO",-58.41918902,-34.63174259
2016-0173,2016-12-26,2016,12,26,19.0,0,Lunes,1,CARGAS,MOTO,CONDUCTOR,MASCULINO,35.0,,7.0,"Flores, Parque Chacabuco",216832.0,AVENIDA,DIRECTORIO AV.,DIRECTORIO AV. y SAN PEDRITO AV.,-58.46749188,-34.63551751
2016-0174,2016-12-27,2016,12,27,0.0,1,Martes,1,,,,,,,,,,AUTOPISTA,AUTOPISTA 25 DE MAYO,AUTOPISTA 25 DE MAYO,,
2016-0175,2016-12-27,2016,12,27,8.0,1,Martes,1,BICICLETA,PEATON,PEATON,FEMENINO,,,7.0,"Flores, Parque Chacabuco",216832.0,CALLE,"FALCON, RAMON L.,CNEL.","FALCON, RAMON L.,CNEL. y MEMBRILLAR",-58.46064174,-34.62960517
2016-0176,2016-12-28,2016,12,28,1.0,2,Miércoles,1,PASAJEROS,MOTO,CONDUCTOR,MASCULINO,28.0,,1.0,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,AVENIDA,BELGRANO AV.,BELGRANO AV. y PASEO COLON AV.,-58.36956186,-34.61232875
2016-0177,2016-12-29,2016,12,29,4.0,3,Jueves,1,AUTO,PEATON,PEATON,FEMENINO,27.0,,14.0,Palermo,249016.0,CALLE,ARENALES,ARENALES 3319,-58.40966671,-34.58788235
2016-0178,2016-12-30,2016,12,30,16.0,4,Viernes,1,MULTIPLE,PEATON,PEATON,FEMENINO,7.0,,3.0,"San Cristóbal, Balvanera",236294.0,CALLE,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA y SAAVEDRA,-58.40288226,-34.61544091
2017-0001,2017-01-02,2017,1,2,1.0,0,Lunes,1,CARGAS,MOTO,CONDUCTOR,MASCULINO,18.0,2017-01-02,11.0,"Villa General Mitre, Villa Devoto, Villa del Parque, Villa Santa Rita",203491.0,AVENIDA,"JUSTO, JUAN B. AV.","JUSTO, JUAN B. AV. y ACHUPALLAS",-58.4659423,-34.61028571
2017-0003,2017-01-05,2017,1,5,3.0,3,Jueves,1,CARGAS,CARGAS,PASAJERO_ACOMPAÑANTE,MASCULINO,33.0,2017-01-05,4.0,"Barracas, La Boca",230945.0,AVENIDA,OLAVARRIA,OLAVARRIA y VELEZ SARSFIELD AV.,-58.38957669,-34.64410277
2017-0007,2017-01-11,2017,1,11,17.0,2,Miércoles,1,MULTIPLE,PEATON,PEATON,MASCULINO,48.0,2017-01-11,1.0,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,CALLE,LIMA,LIMA y MEXICO,-58.3816166,-34.61529543
2017-0008,2017-01-16,2017,1,16,0.0,0,Lunes,1,PASAJEROS,MOTO,CONDUCTOR,MASCULINO,29.0,2017-01-16,14.0,Palermo,249016.0,CALLE,"CABRERA, JOSE A.","CABRERA, JOSE A. y BONPLAND",-58.43917004,-34.58494351
2017-0009,2017-01-16,2017,1,16,13.0,0,Lunes,1,CARGAS,MOTO,CONDUCTOR,MASCULINO,36.0,2017-01-16,5.0,"Almagro, Boedo",193859.0,AUTOPISTA,AUTOPISTA 25 DE MAYO,AUTOPISTA 25 DE MAYO y BOEDO AV.,-58.41595919,-34.62743346
2017-0010,2017-01-16,2017,1,16,16.0,0,Lunes,1,AUTO,MOTO,CONDUCTOR,MASCULINO,23.0,2017-01-16,6.0,Caballito,203784.0,AVENIDA,DIRECTORIO AV.,DIRECTORIO AV. y RIGLOS,-58.4356488,-34.62828656
2017-0011,2017-01-22,2017,1,22,2.0,6,Domingo,1,OBJETO FIJO,MOTO,PASAJERO_ACOMPAÑANTE,FEMENINO,29.0,2017-01-22,12.0,"Coghlan, Saavedra, Villa Urquiza, Villa Pueyrredón",236294.0,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y BALBIN, RICARDO, DR. AV.",-58.5007381,-34.5497951
2017-0012,2017-01-24,2017,1,24,14.0,1,Martes,1,CARGAS,MOTO,CONDUCTOR,MASCULINO,30.0,2017-01-24,4.0,"Barracas, La Boca",230945.0,CALLE,TRAFUL,"TRAFUL y TABORDA, DIOGENES",-58.40969005,-34.6505529
2017-0013,2017-01-27,2017,1,27,7.0,4,Viernes,1,CARGAS,PEATON,PEATON,MASCULINO,4.0,2017-01-27,4.0,"Barracas, La Boca",230945.0,AVENIDA,"IRIARTE, GRAL. AV.","IRIARTE, GRAL. AV. 3055",-58.38972622,-34.65098981
2017-0014,2017-01-28,2017,1,28,8.0,5,Sábado,1,MULTIPLE,MOTO,PASAJERO_ACOMPAÑANTE,FEMENINO,22.0,2017-01-28,12.0,"Coghlan, Saavedra, Villa Urquiza, Villa Pueyrredón",236294.0,AVENIDA,DONADO,DONADO y ARIAS,-58.49185972,-34.55046754
2017-0015,2017-02-02,2017,2,2,15.0,3,Jueves,1,AUTO,PEATON,PEATON,MASCULINO,82.0,2017-02-21,2.0,Recoleta,158368.0,AVENIDA,CORDOBA AV.,CORDOBA AV. y CALLAO AV.,-58.39293417,-34.59963642
2017-0016,2017-02-03,2017,2,3,5.0,4,Viernes,1,CARGAS,MOTO,CONDUCTOR,MASCULINO,27.0,2017-02-04,1.0,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,AUTOPISTA,AUTOPISTA 25 DE MAYO,AUTOPISTA 25 DE MAYO KM. 8.3,-58.38099494,-34.62288231
2017-0017,2017-02-06,2017,2,6,8.0,0,Lunes,1,AUTO,MOTO,CONDUCTOR,MASCULINO,32.0,2017-02-06,14.0,Palermo,249016.0,AVENIDA,"JUSTO, JUAN B. AV.","JUSTO, JUAN B. AV. y PARAGUAY",-58.429012,-34.58095431
2017-0018,2017-02-09,2017,2,9,7.0,3,Jueves,1,AUTO,MOTO,CONDUCTOR,MASCULINO,30.0,2017-02-09,9.0,"Liniers, Mataderos, Parque Avellaneda",169538.0,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y DE LOS CORRALES AV.",-58.50877521,-34.66977709
2017-0021,2017-02-18,2017,2,18,5.0,5,Sábado,1,PASAJEROS,MOTO,CONDUCTOR,MASCULINO,43.0,2017-02-18,1.0,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,CALLE,SARMIENTO,SARMIENTO y LIBERTAD,-58.38362373,-34.60509972
2017-0024,2017-02-23,2017,2,23,20.0,3,Jueves,1,PASAJEROS,PEATON,PEATON,MASCULINO,39.0,2017-02-23,7.0,"Flores, Parque Chacabuco",216832.0,AVENIDA,RIVADAVIA AV.,RIVADAVIA AV. 7121,-58.46589308,-34.62955795
2017-0025,2017-02-24,2017,2,24,17.0,4,Viernes,1,,MOTO,CONDUCTOR,MASCULINO,23.0,2017-02-24,7.0,"Flores, Parque Chacabuco",216832.0,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","FERNANDEZ DE LA CRUZ, F., GRAL. AV. y RIVERA INDARTE AV.",-58.43614426,-34.6542464
2017-0026,2017-02-26,2017,2,26,5.0,6,Domingo,2,OBJETO FIJO,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,23.0,2017-02-26,4.0,"Barracas, La Boca",230945.0,AVENIDA,"MORENO, PERITO AV.","MORENO, PERITO AV. y FOURNIER",-58.41842777,-34.64979057
2017-0026,2017-02-26,2017,2,26,5.0,6,Domingo,2,OBJETO FIJO,AUTO,CONDUCTOR,MASCULINO,19.0,2017-02-26,4.0,"Barracas, La Boca",230945.0,AVENIDA,"MORENO, PERITO AV.","MORENO, PERITO AV. y FOURNIER",-58.41842777,-34.64979057
2017-0027,2017-02-26,2017,2,26,21.0,6,Domingo,1,AUTO,PEATON,PEATON,MASCULINO,,2017-02-26,1.0,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,AVENIDA,CASEROS AV.,CASEROS AV. 1429,-58.38332245,-34.6319325
2017-0028,2017-02-28,2017,2,28,9.0,1,Martes,1,AUTO,PEATON,PEATON,MASCULINO,87.0,2017-02-28,6.0,Caballito,203784.0,AVENIDA,GAONA AV.,GAONA AV. y FRAGATA PRES. SARMIENTO,-58.45475488,-34.61196327
