ID_HECHO,FECHA,AAAA,MM,DD,HH,DIA_SEMANA_NUM,DIA_SEMANA_STR,N_VICTIMAS,ACUSADO,VICTIMA,ROL,SEXO,EDAD,FECHA_FALLECIMIENTO,COMUNA,COMUNA_NOMBRE,COMUNA_POB,TIPO_DE_CALLE,CALLE,DIRE_NOR,POSX,POSY
2017-0029,2017-03-07,2017,3,7,2.0,1,Martes,1,AUTO,,,MASCULINO,34.0,2017-03-07,9.0,"Liniers, Mataderos, Parque Avellaneda",169538.0,CALLE,MOZART,MOZART y TANDIL,-58.48501341,-34.64742455
2017-0030,2017-03-07,2017,3,7,8.0,1,Martes,1,PASAJEROS,AUTO,CONDUCTOR,FEMENINO,27.0,2017-03-07,9.0,"Liniers, Mataderos, Parque Avellaneda",169538.0,AVENIDA,MOZART,MOZART y AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,-58.47010988,-34.65872088
2017-0031,2017-03-11,2017,3,11,1.0,5,Sábado,1,OBJETO FIJO,AUTO,PASAJERO_ACOMPAÑANTE,MASCULINO,70.0,2017-03-11,3.0,"San Cristóbal, Balvanera",236294.0,CALLE,24 DE NOVIEMBRE,24 DE NOVIEMBRE y PAVON,-58.4099756,-34.62873635
2017-0032,2017-03-12,2017,3,12,5.0,6,Domingo,1,AUTO,AUTO,PASAJERO_ACOMPAÑANTE,FEMENINO,40.0,2017-03-12,8.0,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y LOS CEDROS",-58.48892175,-34.68359163
2017-0033,2017-03-12,2017,3,12,7.0,6,Domingo,1,AUTO,AUTO,CONDUCTOR,MASCULINO,28.0,2017-03-12,11.0,"Villa General Mitre, Villa Devoto, Villa del Parque, Villa Santa Rita",203491.0,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y GUTIERREZ, RICARDO",-58.52466448,-34.60325478
2017-0034,2017-03-13,2017,3,13,7.0,0,Lunes,1,AUTO,PEATON,PEATON,MASCULINO,43.0,2017-03-13,14.0,Palermo,249016.0,CALLE,GODOY CRUZ,GODOY CRUZ 2651,-58.42554218,-34.57929036
2017-0035,2017-03-23,2017,3,23,5.0,3,Jueves,3,OBJETO FIJO,AUTO,CONDUCTOR,MASCULINO,28.0,2017-03-23,1.0,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,AVENIDA,"ACHAVAL RODRIGUEZ, T., DR. AV.","ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA",-58.35881506,-34.61113641
2017-0035,2017-03-23,2017,3,23,5.0,3,Jueves,3,OBJETO FIJO,AUTO,PASAJERO_ACOMPAÑANTE,MASCULINO,32.0,2017-03-23,1.0,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,AVENIDA,"ACHAVAL RODRIGUEZ, T., DR. AV.","ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA",-58.35881506,-34.61113641
2017-0035,2017-03-23,2017,3,23,5.0,3,Jueves,3,OBJETO FIJO,AUTO,PASAJERO_ACOMPAÑANTE,MASCULINO,30.0,2017-03-23,1.0,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,AVENIDA,"ACHAVAL RODRIGUEZ, T., DR. AV.","ACHAVAL RODRIGUEZ, T., DR. AV. y VILLAFLOR, AZUCENA",-58.35881506,-34.61113641
2017-0036,2017-03-29,2017,3,29,18.0,2,Miércoles,2,PASAJEROS,MOTO,PASAJERO_ACOMPAÑANTE,FEMENINO,,2017-03-29,12.0,"Coghlan, Saavedra, Villa Urquiza, Villa Pueyrredón",236294.0,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y CAMPANA",-58.51452347,-34.58159762
2017-0036,2017-03-29,2017,3,29,18.0,2,Miércoles,2,PASAJEROS,MOTO,CONDUCTOR,MASCULINO,20.0,2017-03-29,12.0,"Coghlan, Saavedra, Villa Urquiza, Villa Pueyrredón",236294.0,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y CAMPANA",-58.51452347,-34.58159762
2017-0037,2017-03-31,2017,3,31,3.0,4,Viernes,1,CARGAS,MOTO,CONDUCTOR,MASCULINO,41.0,2017-03-31,1.0,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,AVENIDA,INDEPENDENCIA AV.,"INDEPENDENCIA AV. y CEVALLOS, VIRREY",-58.38896772,-34.61799615
2017-0038,2017-04-01,2017,4,1,19.0,5,Sábado,1,AUTO,MOTO,CONDUCTOR,FEMENINO,40.0,2017-04-01,7.0,"Flores, Parque Chacabuco",216832.0,AVENIDA,CASTA?ARES AV.,CASTAÃ‘ARES AV. y LAUTARO,-58.44516857,-34.64363363
2017-0040,2017-04-03,2017,4,3,9.0,0,Lunes,1,MULTIPLE,AUTO,CONDUCTOR,MASCULINO,43.0,2017-04-03,13.0,"Núñez, Belgrano, Colegiales",265199.0,AVENIDA,"GUIRALDES, INT.","GUIRALDES, INT. 2699",-58.43834197,-34.54560369
2017-0041,2017-04-03,2017,4,3,23.0,0,Lunes,1,AUTO,MOTO,CONDUCTOR,MASCULINO,17.0,,7.0,"Flores, Parque Chacabuco",216832.0,CALLE,"FERNANDEZ MORENO, BALDOMERO","FERNANDEZ MORENO, BALDOMERO 2186",-58.45485084,-34.63531854
2017-0042,2017-04-10,2017,4,10,9.0,0,Lunes,1,CARGAS,MOTO,CONDUCTOR,MASCULINO,,2017-04-10,14.0,Palermo,249016.0,GRAL PAZ,"LUGONES, LEOPOLDO AV.","LUGONES, LEOPOLDO AV.",,
2017-0045,2017-04-14,2017,4,14,6.0,4,Viernes,1,OBJETO FIJO,MOTO,CONDUCTOR,MASCULINO,21.0,2017-04-14,10.0,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sársfield, Villa Luro",171797.0,CALLE,NOGOYA,NOGOYA 5940,-58.52449285,-34.62454175
2017-0047,2017-04-23,2017,4,23,6.0,6,Domingo,1,AUTO,MOTO,CONDUCTOR,MASCULINO,37.0,2017-04-23,8.0,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,AVENIDA,ARGENTINA AV.,ARGENTINA AV. y CORVALAN,-58.46713742,-34.6719879
2017-0049,2017-04-27,2017,4,27,18.0,3,Jueves,1,PASAJEROS,PEATON,PEATON,MASCULINO,22.0,2017-04-27,8.0,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.","FERNANDEZ DE LA CRUZ, F., GRAL. AV. y VARELA AV.",-58.43850413,-34.65554754
2017-0050,2017-04-28,2017,4,28,11.0,4,Viernes,2,CARGAS,MOTO,CONDUCTOR,MASCULINO,46.0,2017-04-28,9.0,"Liniers, Mataderos, Parque Avellaneda",169538.0,AUTOPISTA,AUTOPISTA PERITO MORENO,,,
2017-0050,2017-04-28,2017,4,28,11.0,4,Viernes,2,CARGAS,MOTO,PASAJERO_ACOMPAÑANTE,MASCULINO,16.0,2017-04-28,9.0,"Liniers, Mataderos, Parque Avellaneda",169538.0,AUTOPISTA,AUTOPISTA PERITO MORENO,,,
2017-0051,2017-05-01,2017,5,1,3.0,0,Lunes,1,AUTO,AUTO,CONDUCTOR,MASCULINO,33.0,2017-05-01,7.0,"Flores, Parque Chacabuco",216832.0,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,,,
2017-0052,2017-05-05,2017,5,5,3.0,4,Viernes,1,CARGAS,PEATON,PEATON,FEMENINO,47.0,2017-05-05,8.0,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y GOLETA SANTA CRUZ",-58.49413799,-34.68095739
2017-0053,2017-05-05,2017,5,5,20.0,4,Viernes,1,CARGAS,MOTO,CONDUCTOR,MASCULINO,28.0,2017-05-05,4.0,"Barracas, La Boca",230945.0,CALLE,VIEYTES,VIEYTES y VILLARINO,-58.37547846,-34.65326075
2017-0054,2017-05-07,2017,5,7,21.0,6,Domingo,1,AUTO,MOTO,PASAJERO_ACOMPAÑANTE,FEMENINO,20.0,2017-05-07,15.0,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía, Parque Chas",197903.0,AVENIDA,DE LOS CONSTITUYENTES AV.,"DE LOS CONSTITUYENTES AV. y MORAN, PEDRO",-58.48680218,-34.58689719
2017-0055,2017-05-09,2017,5,9,8.0,1,Martes,1,AUTO,AUTO,CONDUCTOR,MASCULINO,32.0,2017-05-09,12.0,"Coghlan, Saavedra, Villa Urquiza, Villa Pueyrredón",236294.0,AVENIDA,DE LOS CONSTITUYENTES AV.,DE LOS CONSTITUYENTES AV. 4900,-58.49563989,-34.57962262
2017-0058,2017-05-09,2017,5,9,23.0,1,Martes,1,MOTO,PEATON,PEATON,MASCULINO,80.0,2017-05-09,1.0,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,AVENIDA,CORDOBA AV.,CORDOBA AV. y LIBERTAD,-58.38403232,-34.5991594
2017-0059,2017-05-11,2017,5,11,9.0,3,Jueves,1,PASAJEROS,PEATON,PEATON,FEMENINO,39.0,2017-05-11,1.0,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,CALLE,BRASIL,BRASIL y LIMA,-58.38223382,-34.62693865
2017-0060,2017-05-13,2017,5,13,7.0,5,Sábado,1,OBJETO FIJO,MOTO,PASAJERO_ACOMPAÑANTE,MASCULINO,30.0,2017-05-13,8.0,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,AVENIDA,ESCALADA AV.,"ESCALADA AV. y FERNANDEZ DE LA CRUZ, F., GRAL. AV.",-58.45966521,-34.67323292
2017-0061,2017-05-15,2017,5,15,13.0,0,Lunes,1,MOTO,PEATON,PEATON,MASCULINO,47.0,2017-05-16,2.0,Recoleta,158368.0,AVENIDA,PARAGUAY,PARAGUAY y CALLAO AV.,-58.39303911,-34.59871111
2017-0062,2017-05-15,2017,5,15,16.0,0,Lunes,1,CARGAS,MOTO,CONDUCTOR,MASCULINO,35.0,2017-05-15,10.0,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sársfield, Villa Luro",171797.0,AVENIDA,"JUSTO, JUAN B. AV.","JUSTO, JUAN B. AV. y SAN BLAS",-58.51262106,-34.63395999
2017-0063,2017-05-17,2017,5,17,10.0,2,Miércoles,1,PASAJEROS,PEATON,PEATON,FEMENINO,79.0,2017-05-17,1.0,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,AVENIDA,CHILE,CHILE y 9 DE JULIO AV.,-58.38118367,-34.61646839
2017-0064,2017-05-20,2017,5,20,5.0,5,Sábado,1,AUTO,CARGAS,PASAJERO_ACOMPAÑANTE,MASCULINO,61.0,2017-05-20,1.0,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,CALLE,MAIPU,"MAIPU y PERON, JUAN DOMINGO, TTE. GENERAL",-58.37653284,-34.60582475
2017-0065,2017-05-22,2017,5,22,16.0,0,Lunes,1,CARGAS,BICICLETA,CICLISTA,MASCULINO,21.0,2017-05-22,4.0,"Barracas, La Boca",230945.0,AVENIDA,SUAREZ AV.,SUAREZ AV. y HERRERA,-58.37709334,-34.64035082
2017-0066,2017-05-22,2017,5,22,18.0,0,Lunes,1,PASAJEROS,PEATON,PEATON,MASCULINO,10.0,2017-05-22,15.0,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía, Parque Chas",197903.0,AVENIDA,SAN MARTIN AV.,SAN MARTIN AV. y FRAGATA PRES. SARMIENTO,-58.46002142,-34.60409469
2017-0067,2017-05-23,2017,5,23,2.0,1,Martes,1,CARGAS,MOTO,CONDUCTOR,MASCULINO,21.0,2017-05-23,6.0,Caballito,203784.0,AVENIDA,DIRECTORIO AV.,"DIRECTORIO AV. y MORENO, JOSE MARIA AV.",-58.4338197,-34.62801894
2017-0068,2017-05-27,2017,5,27,19.0,5,Sábado,1,OBJETO FIJO,MOTO,CONDUCTOR,MASCULINO,32.0,2017-05-27,8.0,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,AVENIDA,"RABANAL, FRANCISCO, INTENDENTE AV.","RABANAL, FRANCISCO, INTENDENTE AV. 2950",-58.43580656,-34.66437532
2017-0069,2017-05-24,2017,5,24,14.0,2,Miércoles,1,,MOTO,CONDUCTOR,MASCULINO,39.0,2017-05-29,9.0,"Liniers, Mataderos, Parque Avellaneda",169538.0,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y SCHMIDL, ULRICO",-58.52173071,-34.65997463
2017-0070,2017-05-30,2017,5,30,13.0,1,Martes,1,AUTO,PEATON,PEATON,MASCULINO,80.0,2017-05-31,11.0,"Villa General Mitre, Villa Devoto, Villa del Parque, Villa Santa Rita",203491.0,CALLE,NUEVA YORK,NUEVA YORK 3696,-58.50791763,-34.59804273
2017-0072,2017-06-03,2017,6,3,23.0,5,Sábado,1,AUTO,AUTO,CONDUCTOR,MASCULINO,25.0,2017-06-03,12.0,"Coghlan, Saavedra, Villa Urquiza, Villa Pueyrredón",236294.0,AVENIDA,DE LOS CONSTITUYENTES AV.,DE LOS CONSTITUYENTES AV. y VALLEJOS,-58.49175088,-34.58226957
2017-0073,2017-06-04,2017,6,4,9.0,6,Domingo,1,AUTO,MOTO,CONDUCTOR,MASCULINO,19.0,2017-06-04,3.0,"San Cristóbal, Balvanera",236294.0,AVENIDA,CORRIENTES AV.,CORRIENTES AV. y ECUADOR,-58.40781467,-34.60425669
2017-0074,2017-06-04,2017,6,4,12.0,6,Domingo,1,,,,MASCULINO,70.0,2017-06-04,9.0,"Liniers, Mataderos, Parque Avellaneda",169538.0,CALLE,CASCO,CASCO 133,-58.52567073,-34.63787791
2017-0075,2017-06-12,2017,6,12,22.0,0,Lunes,1,MOTO,PEATON,PEATON,MASCULINO,55.0,2017-06-12,1.0,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,AVENIDA,DE MAYO AV.,DE MAYO AV. y 9 DE JULIO AV.,-58.381542,-34.60906385
2017-0076,2017-06-13,2017,6,13,14.0,1,Martes,1,CARGAS,PEATON,PEATON,FEMENINO,30.0,2017-06-13,2.0,Recoleta,158368.0,AVENIDA,"CASTILLO, RAMON S., PRES. AV.","CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)",-58.38526125,-34.5780581
2017-0077,2017-06-17,2017,6,17,23.0,5,Sábado,1,CARGAS,MOTO,CONDUCTOR,FEMENINO,60.0,2017-06-18,14.0,Palermo,249016.0,CALLE,FRAY JUSTO SANTAMARIA DE ORO,FRAY JUSTO SANTAMARIA DE ORO 1930,-58.42934104,-34.58451712
2017-0079,2017-06-19,2017,6,19,16.0,0,Lunes,1,CARGAS,MOTO,CONDUCTOR,MASCULINO,33.0,2017-06-19,3.0,"San Cristóbal, Balvanera",236294.0,CALLE,MEXICO,MEXICO y DEAN FUNES,-58.40657493,-34.61781124
2017-0080,2017-06-22,2017,6,22,10.0,3,Jueves,1,CARGAS,PEATON,PEATON,FEMENINO,95.0,2017-06-22,9.0,"Liniers, Mataderos, Parque Avellaneda",169538.0,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.","ALBERDI, JUAN BAUTISTA AV. y ESCALADA AV.",-58.49525314,-34.64487785
2017-0082,2017-06-25,2017,6,25,22.0,6,Domingo,1,AUTO,PEATON,PEATON,MASCULINO,36.0,2017-06-25,4.0,"Barracas, La Boca",230945.0,AVENIDA,ENTRE RIOS AV.,ENTRE RIOS AV. y BRASIL,-58.39092851,-34.62932696
2017-0083,2017-07-04,2017,7,4,0.0,1,Martes,1,CARGAS,MOTO,CONDUCTOR,MASCULINO,37.0,2017-07-04,9.0,"Liniers, Mataderos, Parque Avellaneda",169538.0,AVENIDA,"ALBERDI, JUAN BAUTISTA AV.","ALBERDI, JUAN BAUTISTA AV. y GUARDIA NACIONAL",-58.49603546,-34.64564271
2017-0084,2017-07-05,2017,7,5,12.0,2,Miércoles,1,PASAJEROS,PEATON,PEATON,FEMENINO,73.0,2017-07-05,2.0,Recoleta,158368.0,AVENIDA,DEL LIBERTADOR AV.,DEL LIBERTADOR AV. y RODRIGUEZ PEÃ‘A,-58.38502878,-34.58703485
2017-0085,2017-07-07,2017,7,7,14.0,4,Viernes,1,PASAJEROS,PEATON,PEATON,MASCULINO,84.0,2017-07-07,4.0,"Barracas, La Boca",230945.0,AVENIDA,TACUARI,"TACUARI y GARCIA, MARTIN AV.",-58.37261143,-34.63150425
2017-0086,2017-07-09,2017,7,9,7.0,6,Domingo,1,MOTO,PEATON,PEATON,FEMENINO,30.0,2017-07-09,9.0,"Liniers, Mataderos, Parque Avellaneda",169538.0,AVENIDA,RIVADAVIA AV.,RIVADAVIA AV. y MURGUIONDO,-58.51876802,-34.63905965
2017-0087,2017-07-10,2017,7,10,10.0,0,Lunes,1,AUTO,PEATON,PEATON,FEMENINO,73.0,2017-07-10,3.0,"San Cristóbal, Balvanera",236294.0,CALLE,24 DE NOVIEMBRE,24 DE NOVIEMBRE 390,-58.41095567,-34.61516101
2017-0088,2017-07-10,2017,7,10,22.0,0,Lunes,1,PASAJEROS,PEATON,PEATON,MASCULINO,43.0,2017-07-10,1.0,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,AVENIDA,PASEO COLON AV.,PASEO COLON AV. y BRASIL AV.,-58.36797542,-34.62519403
2017-0089,2017-07-13,2017,7,13,12.0,3,Jueves,1,AUTO,,,MASCULINO,23.0,,9.0,"Liniers, Mataderos, Parque Avellaneda",169538.0,CALLE,"LEGUIZAMON, MARTINIANO","LEGUIZAMON, MARTINIANO 901",-58.51514709,-34.64787051
2017-0090,2017-07-15,2017,7,15,5.0,5,Sábado,1,AUTO,PEATON,PEATON,MASCULINO,22.0,2017-07-15,11.0,"Villa General Mitre, Villa Devoto, Villa del Parque, Villa Santa Rita",203491.0,GRAL PAZ,CHIVILCOY AV.,"CHIVILCOY AV. y PAZ, GRAL. AV.",-58.51925642,-34.59171721
2017-0091,2017-07-15,2017,7,15,13.0,5,Sábado,1,,MOTO,CONDUCTOR,MASCULINO,58.0,2017-07-15,12.0,"Coghlan, Saavedra, Villa Urquiza, Villa Pueyrredón",236294.0,GRAL PAZ,SUPERI,"SUPERI y PAZ, GRAL. AV.",-58.48671535,-34.54321216
2017-0092,2017-07-24,2017,7,24,22.0,0,Lunes,1,AUTO,PEATON,PEATON,MASCULINO,66.0,2017-07-24,1.0,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,AUTOPISTA,AUTOPISTA 25 DE MAYO,AUTOPISTA 25 DE MAYO y AUTOPISTA 1 SUR PRESIDENTE ARTURO FRONDIZI,-58.38268809,-34.62282019
2017-0093,2017-07-25,2017,7,25,16.0,1,Martes,1,AUTO,PEATON,PEATON,MASCULINO,,2017-07-25,13.0,"Núñez, Belgrano, Colegiales",265199.0,AUTOPISTA,"LUGONES, LEOPOLDO AV.","LUGONES, LEOPOLDO AV. y PUENTE DISTRIBUIDOR SCALABRINI ORTIZ",-58.43633522,-34.54966288
2017-0094,2017-07-27,2017,7,27,8.0,3,Jueves,1,CARGAS,BICICLETA,CICLISTA,FEMENINO,56.0,2017-07-27,10.0,"Villa Real, Monte Castro, Versalles, Floresta, Vélez Sársfield, Villa Luro",171797.0,CALLE,"HUGO, VICTOR","HUGO, VICTOR 2639",-58.52640838,-34.61765855
2017-0095,2017-08-06,2017,8,6,8.0,6,Domingo,1,AUTO,MOTO,CONDUCTOR,MASCULINO,36.0,2017-08-06,14.0,Palermo,249016.0,AVENIDA,CORDOBA AV.,"CORDOBA AV. y SALGUERO, JERONIMO",-58.41894306,-34.59778875
2017-0096,2017-08-07,2017,8,7,19.0,0,Lunes,1,PASAJEROS,PEATON,PEATON,MASCULINO,87.0,2017-08-07,13.0,"Núñez, Belgrano, Colegiales",265199.0,AVENIDA,CABILDO AV.,CABILDO AV. y NUÃ‘EZ,-58.46756026,-34.54972741
2017-0098,2017-08-08,2017,8,8,12.0,1,Martes,1,AUTO,PEATON,PEATON,FEMENINO,61.0,2017-08-08,7.0,"Flores, Parque Chacabuco",216832.0,CALLE,"BONIFACIO, JOSE","BONIFACIO, JOSE 2114",-58.45715752,-34.63132912
2017-0099,2017-08-17,2017,8,17,19.0,3,Jueves,1,AUTO,BICICLETA,CICLISTA,MASCULINO,28.0,2017-08-17,14.0,Palermo,249016.0,AVENIDA,"FIGUEROA ALCORTA, PRES. AV.","FIGUEROA ALCORTA, PRES. AV. 5400",-58.42406784,-34.56213916
2017-0100,2017-08-21,2017,8,21,7.0,0,Lunes,1,OBJETO FIJO,MOTO,PASAJERO_ACOMPAÑANTE,FEMENINO,16.0,2017-08-21,3.0,"San Cristóbal, Balvanera",236294.0,CALLE,REPUBLICA BOLIVARIANA DE VENEZUELA,REPUBLICA BOLIVARIANA DE VENEZUELA 2135,-58.3967447,-34.61512051
2017-0101,2017-08-23,2017,8,23,10.0,2,Miércoles,1,MULTIPLE,PEATON,PEATON,FEMENINO,61.0,2017-08-23,13.0,"Núñez, Belgrano, Colegiales",265199.0,AVENIDA,"LACROZE, FEDERICO AV.","LACROZE, FEDERICO AV. y ZAPATA",-58.44537508,-34.57084818
2017-0102,2017-08-24,2017,8,24,1.0,3,Jueves,1,CARGAS,PEATON,PEATON,MASCULINO,46.0,2017-08-24,4.0,"Barracas, La Boca",230945.0,AVENIDA,"IRIARTE, GRAL. AV.","IRIARTE, GRAL. AV. y ZAVALETA",-58.40056767,-34.6510708
2017-0104,2017-08-25,2017,8,25,9.0,4,Viernes,1,CARGAS,PEATON,PEATON,FEMENINO,18.0,2017-08-25,1.0,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,AVENIDA,9 DE JULIO AV.,9 DE JULIO AV. y ESTADOS UNIDOS,-58.38109568,-34.61853244
2017-0106,2017-08-31,2017,8,31,19.0,3,Jueves,1,PASAJEROS,PEATON,PEATON,FEMENINO,85.0,2017-08-31,14.0,Palermo,249016.0,CALLE,FRAY JUSTO SANTAMARIA DE ORO,FRAY JUSTO SANTAMARIA DE ORO y GUEMES,-58.42533612,-34.58035258
2017-0107,2017-09-01,2017,9,1,11.0,4,Viernes,1,CARGAS,MOTO,CONDUCTOR,MASCULINO,41.0,2017-09-01,13.0,"Núñez, Belgrano, Colegiales",265199.0,AVENIDA,DEL LIBERTADOR AV.,DEL LIBERTADOR AV. y JARAMILLO,-58.46062311,-34.54395182
2017-0108,2017-09-02,2017,9,2,4.0,5,Sábado,2,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MASCULINO,17.0,2017-09-02,12.0,"Coghlan, Saavedra, Villa Urquiza, Villa Pueyrredón",236294.0,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y MACHAIN",-58.49491054,-34.54795581
2017-0108,2017-09-02,2017,9,2,4.0,5,Sábado,2,AUTO,OBJETO FIJO,PASAJERO_ACOMPAÑANTE,MASCULINO,10.0,2017-09-02,12.0,"Coghlan, Saavedra, Villa Urquiza, Villa Pueyrredón",236294.0,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. y MACHAIN",-58.49491054,-34.54795581
2017-0109,2017-09-04,2017,9,4,21.0,0,Lunes,1,AUTO,MOTO,CONDUCTOR,MASCULINO,21.0,2017-09-05,7.0,"Flores, Parque Chacabuco",216832.0,AVENIDA,DIRECTORIO AV.,DIRECTORIO AV. y PORTELA,-58.47130269,-34.63665402
2017-0110,2017-09-06,2017,9,6,14.0,2,Miércoles,1,PASAJEROS,PEATON,PEATON,MASCULINO,56.0,2017-09-07,1.0,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,AVENIDA,LAVALLE,"LAVALLE y ALEM, LEANDRO N. AV.",-58.370488,-34.60189492
2017-0111,2017-09-07,2017,9,7,18.0,3,Jueves,1,CARGAS,PEATON,PEATON,FEMENINO,79.0,2017-09-07,4.0,"Barracas, La Boca",230945.0,CALLE,USPALLATA,USPALLATA y PIROVANO,-58.42023854,-34.6423411
2017-0112,2017-09-10,2017,9,10,9.0,6,Domingo,2,OBJETO FIJO,AUTO,PASAJERO_ACOMPAÑANTE,MASCULINO,1.0,,7.0,"Flores, Parque Chacabuco",216832.0,AUTOPISTA,AUTOPISTA 25 DE MAYO,AUTOPISTA 25 DE MAYO y VARELA AV.,-58.45807401,-34.6399743
2017-0112,2017-09-10,2017,9,10,9.0,6,Domingo,2,OBJETO FIJO,AUTO,PASAJERO_ACOMPAÑANTE,MASCULINO,,2017-09-13,7.0,"Flores, Parque Chacabuco",216832.0,AUTOPISTA,AUTOPISTA 25 DE MAYO,AUTOPISTA 25 DE MAYO y VARELA AV.,-58.45807401,-34.6399743
2017-0113,2017-09-11,2017,9,11,6.0,0,Lunes,1,PASAJEROS,PEATON,PEATON,FEMENINO,76.0,2017-09-11,1.0,"Retiro, San Nicolás, Puerto Madero, San Telmo, Monserrat, Constitución",223282.0,AVENIDA,SANTA FE AV.,SANTA FE AV. y MAIPU,-58.37697717,-34.59573848
2017-0114,2017-09-15,2017,9,15,2.0,4,Viernes,1,OBJETO FIJO,AUTO,CONDUCTOR,MASCULINO,26.0,2017-09-15,2.0,Recoleta,158368.0,AVENIDA,ALVEAR AV.,ALVEAR AV. y DEL LIBERTADOR AV.,-58.3910058,-34.5849866
2017-0115,2017-09-19,2017,9,19,18.0,1,Martes,1,BICICLETA,MOTO,CONDUCTOR,MASCULINO,34.0,,5.0,"Almagro, Boedo",193859.0,AVENIDA,PAVON AV.,PAVON AV. y TREINTA Y TRES ORIENTALES,-58.42182126,-34.63089661
2017-0116,2017-09-20,2017,9,20,22.0,2,Miércoles,1,OBJETO FIJO,MOTO,CONDUCTOR,MASCULINO,22.0,2017-09-20,12.0,"Coghlan, Saavedra, Villa Urquiza, Villa Pueyrredón",236294.0,GRAL PAZ,"PAZ, GRAL. AV.","PAZ, GRAL. AV. 5750",-58.51389422,-34.58075791
2017-0118,2017-09-22,2017,9,22,7.0,4,Viernes,1,AUTO,MOTO,PASAJERO_ACOMPAÑANTE,FEMENINO,26.0,2017-09-29,4.0,"Barracas, La Boca",230945.0,AVENIDA,VIEYTES,"VIEYTES y CRUZ, OSVALDO AV.",-58.37585415,-34.65232158
2017-0120,2017-10-02,2017,10,2,15.0,0,Lunes,1,CARGAS,MOTO,CONDUCTOR,MASCULINO,20.0,2017-10-02,9.0,"Liniers, Mataderos, Parque Avellaneda",169538.0,AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y ESCALADA AV.,-58.47297505,-34.66245085
2017-0123,2017-10-10,2017,10,10,1.0,1,Martes,1,AUTO,PEATON,PEATON,FEMENINO,36.0,2017-10-10,8.0,"Villa Soldati, Villa Riachuelo, Villa Lugano",204842.0,AVENIDA,ALBARI?O,ALBARIÃ‘O y ARGENTINA AV.,-58.46855503,-34.67216349
2017-0124,2017-10-12,2017,10,12,14.0,3,Jueves,1,PASAJEROS,MOTO,CONDUCTOR,MASCULINO,51.0,2017-10-12,15.0,"Chacarita, Villa Crespo, La Paternal, Villa Ortúzar, Agronomía, Parque Chas",197903.0,CALLE,"RAMIREZ DE VELASCO, JUAN","RAMIREZ DE VELASCO, JUAN 1211",-58.44254033,-34.59185043
